Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiasts, where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:47  
Hello, and welcome to another episode in the ""Chai Time Data Science"" show. In this episode I interview Chip Huyen. Chip is a senior deep learning engineer at Nvidia with a background in computer science from Stanford in the interview will talk all about her journey into the field of machine learning and the current work at Nvidia. We also discuss machine learning interviews. And the book that chip is currently working on, which is all about machine learning interviews. Also her experience, interviewing candidates, and MOOCs all open online courses, including the amazing TensorFlow, one that Chip had taught at Stanford. Here's my interview, which is all about machine learning, interviews, and online courses. Please enjoy the show.

Sanyam Bhutani  1:51  
Hello Chip, thank you so much for joining me. I'm really excited to have you on this line be talking to you."
1:57,Chip Huyen,"Yeah, so thanks a lot. Thank you so much for having me."
2:01,Sanyam Bhutani,it's a pleasure to have you currently working as a senior deep learning engineer at Nvidia. And you have been working as a researcher in the deep learning domain for the past few years.
2:13,Chip Huyen,"Well, so I did research in college and I work as a research assistant. So right now I am doing applied research."
2:23,Sanyam Bhutani,Okay. Could you tell us how did you get started with deep learning and what made you pick this as a career path for yourself?
2:30,Chip Huyen,"So it's very funny because my background is in writing. So I went to thinking I could do something like creative writing a journal journalism and and then, and then I took a CS course magazines course. Because I stand for us like 90% of students take on CS course at one point or another. There was like so much when I first got in, my friends were like, it's not a matter whether you're going to take a course. I'm not as admitted when you take a CS CS course. So I thought that means my go take is in my freshman year, my first quarter. So good friends, and I realized it and it became like a sort of a teaching assistant for a CS course."
3:15,Sanyam Bhutani,"But this was in computers, right. So when you signed up for Stanford;"
3:19,Chip Huyen,"No, Stanford is so it's liberal art. So you don't have to decide to major when you got [Oh okay] so you have two years to declare a major. [Oh, okay, got it] This is great. This is amazing. So yes, I took some CS courses and liked it. I liked them and they kept taking more classes. And before I knew it, I was a CS major."
3:45,Sanyam Bhutani,Okay. And how did deep learning come into the picture? After by you experimenting with CS or somewhere along the line?
3:54,Chip Huyen,"I will say this like AI was an easier track for CS. Like, I was not good with system I was offered the system here is exciting, but I feel like AI has so many core applications. So I think yeah."
4:14,Sanyam Bhutani,Got it.
4:15,Chip Huyen,"It was like, really easy. It's like okay, well so I think was it was a main track for CS and a lot of overtaking it and of course this was super exciting."
4:28,Sanyam Bhutani,"Okay, so in my college is as well, in my experience, it has been comparatively easier versus the advanced algorithmic courses that's one of the reason I did opt for this."
4:41,Chip Huyen,"Also in high school, I sure did math. So I think that really helped with AI as well. So I was like, I didn't felt like I struggle too much."
4:52,Sanyam Bhutani,"Okay. And I think you started it so it's right after graduation. So working in Applied Research, what made you pick research over the industry;"
5:03,Chip Huyen,"I am in industry right now, I work in Nvidia."
5:06,Sanyam Bhutani,"Um, but it's applied research a tool, just working on some project versus research."
5:14,Chip Huyen,"No our team is very production oriented. [Okay] Yeah. So, yeah, so so we've built. So actually we help to build toward kids to help companies bring resources to production."
5:30,Sanyam Bhutani,"Could you tell us more about what projects you're currently working on? And how does the life of a researcher, applied researcher at Nvidia look like?"
5:40,Chip Huyen,"Um, so. So our teams, we have a lot of frameworks. Our team is brand new is like under one year. So we have some open seek to seek, which is a framework to help people do you know, I sequences one model, so it's based on TensorFlow the main future is a support misprision training and have a very easy way to to push this up to training. So, we also have a special combination system, my Jasper, which is built. So it consists of a very simple component, and it has really good performance. So it should make to make a good baseline model for people to compare against. So, so you bring guests on. So we we care a lot about production, which means you want to be models that are easy to deploy. So you know, when we do research, they will care about benchmarking, so they do modeling no matter how complex as long as it's like soda instead of the arteries on so we care more on like some sort of results. state of the art models are hard to deploy because they might be like it shouldn't be big."
6:59,Sanyam Bhutani,Especially the recent ones.
7:01,Chip Huyen,Yeah. So so we focus more on model so which we try to build models that are easy to deploy. So clear to make it easy for companies to fine tune the data set.
7:18,Sanyam Bhutani,Uh Nvidia already has I think Apex which is a mixed preseason training library. So how is open seek to seek different because Apex does make it somewhat easy to use. 
7:28,Chip Huyen,It works on PyTorch.
7:31,Sanyam Bhutani,Okay.
7:32,Chip Huyen,"Yeah, and an upcoming framework that is in beta testing right now. That is like high level machine learning framework support."
