Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiasts, where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:46  
Hello, and welcome to another episode of the ""Chai Time Data Science"" show. In this episode, I am really honored to be interviewing one of the best and most active current Kaggle commentators. Dr. Philipp Singer. Philipp is a senior data scientist at UNIQA Insurance Group and he has obtained a PhD in computer science. He's been a distinguished researcher and of course a distinguished Kaggler. His research endeavors include several scientific honors, including best paper award at the renowned worldwide web conference. In this interview, we talk all about his journey into Kaggle. And data science broadly speaking, Philipp has received medals in all of the competitions that he's entered including four gold and silver, of all the five competitions that he's entered. So we of course, talk all about his journey into Kaggle. His approach to competition approach when teaming up and the distribution of efforts in a team, his Kaggle journey what com-competitions interest him, and how he approaches any competition in general. We also talk about his recent gold finish on the IEEE CIS fraud detection competition, where his team title the zoo landed another gold medal, and we discuss all about the solution. I'd like to thank everyone who submitted the questions via the AMA section and of course to Philipp who agreed to the AMA section. For now is my interview all about Philipp's journey into data science, Kaggle and his Kaggle experience. Please enjoy the show.

Sanyam Bhutani  2:45  
I'm really excited to have Dr. Philipp Singer on the ""Chai Time Data Science"" show. Thank you so much for doing this interview, especially the AMA section."
2:53,Dr. Philipp Singer,Thank you for inviting me. I'm glad to be here and hope I can answer some questions.
2:59,Sanyam Bhutani,"You hold your PhD in computer science and how if I'm a traditional computer science academic background, could you tell us how did data science start to come into the picture for you? And how did you get started with data science?"
3:14,Dr. Philipp Singer,"Um, yeah, I studied I studied traditional computer science. It is rather called the studies was executive called software engineering, software engineering and economics. So it was kind of a bit of a mix of computer science and some economics courses but was heavily focused on computing size. And since I studied in Austria, and I did a bachelor's and a master's program basically. And in our master's program, we could kind of choose between a few different topics. At that point in time, data science was not a term yet, I guess. It was it was rather like there was some stuff in the area of like, a little bit of artificial intelligence. I'm a little bit of, I don't know, data mining and those areas, so there were a few courses which I attended."
4:06,Sanyam Bhutani,This was around 2010 if I got; 
4:09,Dr. Philipp Singer,"Yeah yeah, exactly, exactly. It was around that time. Um, and yeah, and then I attended a few courses from one of the professors there. And it was in the area of data mining and what you would know now it is called data science. And then I did a few projects. I did the master's thesis in that area and my master's thesis I I studied some some data on Twitter. So I was like, crawling with the API, analyzing some some topic of things there, and so forth. And that's a bit how I got into it. I would say [Okay] um, yeah. [Got it] It was it was kind of kind of, like the institute was called knowledge engineering or however you want to call it and then from there on, I decided to do a PhD in that Institute and that kinda is when also the whole field kind of exploded. And and I got into the field."
5:10,Sanyam Bhutani,Got it. You're currently working as a senior data scientist at the UNIQA Insurance Group. Could you tell us more about the problems you're working off Kaggle and where does it in your life currently look like?
5:21,Dr. Philipp Singer,"Yeah. Around two and a half years ago, I started working as a data scientist there. It's it's very large, it's basically largest insurance company in Austria. There are a lot of also outside things in Eastern Europe so it's it's kind of also spread across Europe. I mean, maybe to give a bit of background how it is in that field in in Europe and specifically Austria, like you cannot compare it to anything that is in the US or the this in, gone over there ever, like so. It's very slow. Companies just try to get into the field I would say. "
6:04,Sanyam Bhutani,Okay. 
6:06,Dr. Philipp Singer,"So it's it's kind of hip and nice to have a data science team and to have and to do something with machine learning artificial intelligence. There is every where a lot of consultants running around doing this things. I think we all know that. Yeah, so we are a very small data science team. Basically, we have freed free data scientists. dimitri.us is called.on calories is also my colleague, I'm always collaborating with him on character as well. And what what we try to do is basically and enable the business units within the company to do some more sophisticated stuff with data that enables them to do some better business decision making it also improve the processes internally and externally. So that means we need to talk a lot with business units, we need to talk a lot with with them and try to figure out what kind of problems they're facing. And then we try to bring some value to them by basically implementing certain models or other tools around data, and then tried to also put that into production. So we even though we are only three people, we tried to be an end to end stop shop for them. So that means starting from getting the requirements implementing it, and also what we need to also do ourselves is like deploying the models and putting them into production. And because there are no processes around those things yet within the company, so that's what we try to do."
