Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiasts, where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:45  
Hello, and welcome to a special version of the ""Chai Time Data Science"" show where I talked to a complete company in this conversation. I'm sorry, it's a conversation not an interview this time because I have mentioned a few of my own points in the conversation which I hope you enjoy or you may be excused. But in this episode I talked with the complete, SharpestMinds team, Edouard Harris, Russell Pollari and Jeremie Harris. Yes, the site of consists of just three people. I've already had Ed on the show. So please do check that interview out. If you're curious we talk a lot about SharpestMinds and their business model. In this interview, we talk a lot about learning to learn. The theme, broadly speaking, learning to learn applied to the business, the startup and the data science world. We discuss multiple ideas of how to get a break into the data science field, how should you go about learning? How should you go about putting projects on your resume of what projects to put on your resume and when you really know that you're ready for a job? All of these ideas are discussed in this conversation. SharpestMinds team has been really putting out many of the future learning heroes so to speak, so I'm really excited to be releasing this interview. I hope you enjoyed the conversation as much as I did. A quick reminder this similar to all other episodes will have checked and uploaded subtitles. So if you're not a non native english speaker, please go to YouTube and enable the subtitles. Now, here's my conversation about learning to learn and how to get your break into the data science field. Please enjoy the show.

Sanyam Bhutani  2:42  
Hi, everyone, I am really excited to be interviewing the complete company this time a complete startup on the show. I have the complete SharpestMinds team on the podcast. Hello everyone. If you could please introduce yourself and speak out to name for the audience that is joining in via the audio stream. Maybe we can start with the people who haven't completed a PhD."
3:04,Jeremie Harris,"Oh, boy, Russell, you want to go first?"
3:07,Russell Pollari,Yeah. So I'm Russell Pollari. I'm the CTO technically at SharpestMinds. I was also one of their first users way back in the day. And I'm a PhD dropout.
3:21,Russell Pollari,"Yeah. Which is a bit of a trend in our company, though. There's there's an exception. "
3:26,Jeremie Harris,Two thirds of our CEO is a delinquent to actually complete his PhD in embarrassment.
3:36,Jeremie Harris,"Yeah, I guess. Yeah, I guess I'm the second one. So yeah, my name is Jeremie. I work with Adam Russell. And I guess I'm, I'm technically the CEO of the company. I think Russell's titles probably the most meaningful because he actually does like deep technical work. Whereas Ed and I kind of run around doing whatever needs to be done, other than the technical stuff. And anyways, So, I guess my background is I dropped out of my PhD as well, about two years in and went into stumbled my way through startups, actually, with Ed back in the day. And then actually Russell joined very, very early on and kind of a trio ever since. So that's, that's my background. "
4:19,Sanyam Bhutani,Awesome.
4:21,Edouard Harris,"And I'm Ed and I'm the CEO sharpest minds. Most of what I do today is around mentor, mentor relations, mentor onboarding, and, and helping them tease with careers and running webinars to help them find jobs. I'm the one member of the team that actually did complete the PhD. So I'm a little embarrassed about that."
4:47,Sanyam Bhutani,Thank you so much. And if you all you could also give any one of your maybe all of you could give a quick introduction to SharpestMinds and Holly from the audience can sign up for it.
4:57,Jeremie Harris,"I don't I don't mind diving into this one. Alright, so guys, correct me if I screw this up. So SharpestMinds is a mentorship program for aspiring data scientists that's completely free until you get a job. So the idea is you work one on one with a professional data science mentor who's working in industry, you build a typically a full stack data science product. And they helped you with software engineering best practices with your code with strategic thinking about it. We also help you with your job search, and then we get hired, you repay a small portion of your first year salary."
