Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiasts, where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:45  
Hello, and welcome to another episode of the ""Chai Time Data Science"" show. In this episode, I interview Suzana Ilić who's currently a PhD student in the domain of NLP and also the co founder and director of Machine Learning Tokyo. In this interview this discuss about Suzana's journey into machine learning and how she discovered her passion for machine learning and NLP. We also discuss all about her efforts to democratize AI through her awesome community efforts with any I'm sure need no introduction. We talk about Machine Learning Tokyo community. How community building can help you take away many skill sets or personal growth aspects. Suzana shares her journey as the co founder of Machine Learning Tokyo. We also discuss an important topic that I am sad hasn't been discussed as heavily on this podcast about inclusivity in AI in community. Fostering an environment that encourages beginners while also being inclusive to a huge extent. Machine learning Tokyo has been a platform for open science, open education and open project development discuss about all of these three aspects including the projects, research, and education that has come out of it. So I think that definitely makes this one of the very unique interviews on this series. Without further ado, here's my interview with Suzana Ilić All about democratizing AI, community building and fostering inclusive environments in machine learning communities. Please enjoy the show.

Sanyam Bhutani  2:43  
Hi, everyone. Today it's an honor for me to be talking to a great community creator, supporter and practitioner, Suzana Ilić. Suzana, thank you so much for joining me on the podcast."
2:53,Suzana,Thank you so much for having me.
2:55,Sanyam Bhutani,"We talk about your amazing work in democratizing AI through the community efforts and of your amazing work I'd like to talk about the journey you followed it traditional path if I may, in academia in NLP, what made you interested in machine learning and NLP? Why did you pick NLP? I think it was right around the time when the computer was in boom was happening, why go with NLP?"
3:17,Suzana,"So yeah, I did follow a traditional path in academia from undergrad to PhD. I'm a trained linguist. So I always worked with language, data and text. And that was kind of the natural path for me to go. ell, first, I have to say that I never felt like I needed to any of these titles for any kind of job or anything. I was just, I just love learning new things. And the university allowed me to do that. So it's kind of a safe space for me just to experiment and explore a lot of things. So I was always working with language data, and I was working with very simple text analysis, tools and methods and while I was doing my masters I've realized that these kind of simple tools like lexicon based tools, they give us like, some useful information about data sets and corpora. So, but as a linguist, I was looking at the data. So back then during my masters, I was working on Twitter data during the presidential elections in Austria in 2016. When the political discourse analysis and I was really interested in analyzing, you know, the things that that people say during during presidential elections, and as a linguist cells to realize so can you simple tools that give us some understanding or some useful information about about a data set, but you're not able to handle like the complexity and the ambiguity of language and language, especially in this kind of controversial domains like like politics. You know, figures of speech, super interesting stuff like humor and sarcasm and irony and, and metaphors and analogies. So I needed to find something that is able to handle these kind of complexities and ambiguities. And it kind of led me to reading about machine learning and neural networks and I got hooked, like right away. And I knew this is exactly what I needed and what I wanted to do. So I finished my masters. I started writing my first machine learning cool three years ago, started my PhD in the kind of same field, so I'm always working in sentiment analysis, emotion recognition. And I was very lucky. Because first of all, I'm a PhD student at the University of Innsbruck in Austria, but I'm based in Japan for a few years now and my supervisors from both linguistics and computer science are super supportive. And I was lucky because right after I started my PhD, I got a first my first visiting research position in Japan at the National Institute of informatics. So they allowed me to work on deep learning for effective computing. And I was working down the street with researchers from ETH Zurich and the University of Tokyo. And I think that made all the difference in the world to have this mentorship and collaboration and the opportunity to do research with a non standard background. So yeah, I think that's the reason why I'm doing what I do. And the NLP is kind of the natural thing so respected language, so."
6:44,Sanyam Bhutani,"Awesome. Why dod you follow the traditional research path. Why did you decide to sign up for a PhD? Were you always drawm do science, experimentation, research?"
6:54,Suzana,"Definitely. I think it's it's always been part of my life. So yeah, as I mentioned, I love the university. It's, t's I just it's, it's my safe space, I would probably never leave. But yes, I'm, I don't, I don't know. It's just I don't know, it's just a lot of fun. And it's also very cross disciplinary. I've been deep diving into many different fields from psychology to computer science. I've been working on multidisciplinary projects. So it's just a lot of fun for me. That's pretty much it. And that being said, as I mentioned before, I don't think it's by any means necessary to have a PhD is just [fine?]"
7:45,Sanyam Bhutani,"Okay. Can you tell us what does a day in your life currently look like? Although you're close to finishing your PhD, so it might not be the ideal scenario, but if you could give us a peek into your current day life."
7:57,Suzana,So hopefully I'll be finishing soon.
8:01,Sanyam Bhutani,It'll be it'll be.
8:06,Suzana,"It's it's boring. It's pretty boring. I'm typically just spending four to five hours and reading, writing and wrapping up some experience and writing somewhere code and then I do spend like at least four to five hours, maybe a bit more on MLT on our projects on media; "
8:24,Sanyam Bhutani,Every day? Every day four-five hours. Okay.
8:30,Suzana,"Yes, absolutely."
8:32,Sanyam Bhutani,"Okay. And in hindsight why did you start Machine Learning Tokyo, what was the motivation behind it?"
