Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time  Data Science"" podcast for data science enthusiasts, where I interview practitioners and researchers and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:46  
Hello, and welcome to another episode of the ""Chai Time Data Science"" show, the show bring you quarantine content to enjoy interviews with my machine learning heroes about their journey. In this episode, I interview Emmanuel Ameisen who's a machine learning engineer at stripe, and the author of the O'Reilly book building machine learning powered applications, going from idea to product. That's the subtitle of the book. In this interview, as you can imagine, we talk about Emmanuel's journey into machine learning, and how his journey through different through the different roles led him to writing the book. We talk all about the book. In my opinion, the book even though it's this 250 pages, is one of the greatest resources for the title for Building ML Apps, and also one of the greatest top down learning books that follow the top down teaching approach that I very much learned from fast AI. Please do pick it up if you'd like to enjoy it greatly during the quarantine physical isolation time. We talk about who the book is a really for, what can you expect out of it? Emanuel's journey of writing to Book and where to go after you've read the book. How do you find your idea to take to project your passion project or your million dollar app idea either ways, for both Emanuel says many great advices I feel this is a great interview covering all sorts of biases in the realm of machine learning and building machine learning products, milling machine learning apps. So I'm really excited to be sharing this interview with you. Without further ado, here is my conversation with Emmanuel. And as a reminder to the audience, you can also go to YouTube and watch these interviews in the form of a video along with properly checked me uploaded subtitles for non native English speakers and for people that would like to read about the data sciency terms if any, that would go over so please feel free to go to the YouTube channel for the podcast. Without further ado, here's the conversation. Please enjoy the show.

Sanyam Bhutani  3:12  
Hi, everyone, I'm really excited to be talking to Emmanuel Ameisen on the show today. Emmanuel, thank you so much for joining me on the podcast."
3:19,Emmanuel Ameisen,Thanks for having me.
3:21,Sanyam Bhutani,"Really excited to be finally talking to you. So, like always, I want to start by talking about your journey. What made you start your journey into machine learning? I believe you have a background in math and then business. When did machine learning become your passion?"
3:35,Emmanuel Ameisen,"Yeah. So that that's right. Initially, I you know, post sort of high school education, I went towards math and then towards engineering and electrical engineering. And then when I was working on my master's, I got kind of a little,  maybe disillusioned with the field in the sense that although the technical work was compelling, but it's kind of felt very old school, a lot of what I learned was more about, or what I was taught was more about, like the electrical engineering aspect rather than maybe more modern things like how computer science work. And so I remember thinking, oh, I I'd like to have more like an applied skillset. And that's why I decided to go to business school. Looking back on that, you know, the decision to sort of double major in electrical engineering in business. I'm not sure that I really got what I wanted out of it. I think business school was certainly informative. But as far as like finding meaning and giving meaning to your life, maybe not a choice I'd recommend. And so it was while I was in business school that I was particularly bored in an HR class I remember and, and I actually went online and I stumbled upon Jeff Hinton's lectures, she had on Coursera."
4:56,Sanyam Bhutani,There's like 11 course right?
4:59,Emmanuel Ameisen,"Yes. Yes, exactly. I feel like a lot of people got their start from the Andrew in Coursera. But for me it was Jeff Hinton's. Although I checked out Andrew Yang's later. I was fascinated. I thought that that was absolutely. You know, he had a way of sort of explaining machine learning and the beginnings of deep learning as this serve almost. Kind of, yeah. unexplainable, magical. You wouldn't even believe it thing like you would, I certainly had the server like model that would be fed relationships between like a family tree and then would infer, you know, like, you would give it like a bunch of like, this is this person's father and this is person's like, sister, and then you would you'd like phrase a question, no way to say like, Okay, then who's who's the uncle of that person? They would like, figure it out without you ever having a hard coded any of the rules. I was like, oh, wow, this is crazy. And so, shortly thereafter, I decided to switch back and actually, I was already double doing a master's in electrical engineering and a master's in business. I was like, well, AI actually seems really interesting. And so I am I signed up for like a research Master's in artificial intelligence and worked a little bit on deep learning a little bit optimization. And actually, my master's thesis was mostly focused on multi agent simulations, which is something that's like very explored outside of RL, I guess. But yeah, that was just really interesting to me. And after I did that, I decided that machine learning was really fun. And that's when I moved from France from from to the valley. And I started my career as a data scientist at a startup called local motion that then was acquired by Zipcar."
6:35,Sanyam Bhutani,"Okay, now I sort of want to jump forward to Zipcar where you were working as a data scientist, and this will help me segue later into talking about the book that you've written. But I was I was going to LinkedIn which if I may, is also a resume and you'd mentioned you also were involved in the front end and back end, that that is in the sexiest thing to at least data scientists aspirants. You were a data scientist working on front end back end tech. Can you maybe explain a bit about the importance of even being involved in these things while still working on the data sciences side."
7:07,Emmanuel Ameisen,"Yeah, yeah, for sure. That that's not how I'd say my first few months on the job were my first few months were very much more on like the data side and sort of like algorithmic side and optimization. You know, I worked on various jobs, one algorithm that would take GPS data and try to recompute itineraries and trajectories, because GPS data is like, super noisy. And so you need to actually do some signal processing to, you know, from just a bunch of GPS points, I get to try the streets that a car went through, for example, it's like very data sciency stuff. But then, in a few of these projects, what I found is, I think what a lot of other data scientists have found in their careers and what's been the fuel for many medium articles, which is that getting the data in the correct form early, even having access to the data And then I think it's even more importantly, once we had a model, like taking actions based on that model, serving this model to users, even internal users was always the biggest challenge, it was a big challenge, because it served like didn't fit within the traditional, maybe like sprint planning that you'd have at these types of orgs. where, you know, we really needed the support from engineering to actually integrate our models in production. And that was something that at the time we didn't really have. And so due to that, I ended up growing very frustrated, and then ended up sort of, you know, bothering engineers that were more skilled than me and asking them to like hold my hand as I was trying to learn how to do front end and how to do back end and all that stuff. And you know, they were super helpful and searches helped me actually get our products shipped across the line. And this was like, you know, I did front end, just to be clear, not for the Zipcar website, very wisely, they wouldn't let me get close to that one, but it was for more, you know, internal tools, where we'd have tools for, you know, our contractors, for example, that would service cars. And so we needed to display predictions to them in a way that they could access it from their phones or laptops. And so that was the front end that I was working on."
9:14,Sanyam Bhutani,"Now again, I'm sort of again jumping forward because I can't wait to talk about the book but you later joined insight fellows. I also want to discuss your journey from I believe you were one of the first fellows the first batch in the student mentees that they taken up your journey from there to becoming the lead and your takeaways from later mentoring so many students."
9:36,Emmanuel Ameisen,"Yeah, so I, I was a part of the first session of the AI programme, but actually insight was older than that had been operating for years, I think, since 2012, I believe, for their data science programme. But they had just started the AI programme. And, you know, as I was working at Zipcar, I sort of had decided that I wanted to get A new role, and potentially a role that was closer to I guess what was called at the time, which was mostly like a little bit of deep learning research with the hope of being applied. That was back in 2017. And so most people, you know, thought that you just hire a bunch of smart people, they do like a bunch of deep learning research, and then somehow, it would make it into your product. And you'd make millions didn't exactly turn out that way, in terms of how I was shift, but that's that's a story for another time. But yeah, I joined and I was part of the programme and I loved it. And I joined because I wanted what insight offers, which is insight, gives you this opportunity to one work on a project for a month and get to dive deep into a topic. So I did some style transfer for audio, which was still to this day, one of the most fun projects I've ever worked on. And then you get to actually, you know, the whole goal of insight is to introduce you to companies that you could work out and so you get to like, have discussions with all of the team members of these companies. And so that was just extremely fun to have all these conversations and really see what these teams were doing, like, you know, as opposed to what they have on their job board, you actually got to talk to the data scientist or the ML engineer, you know, like in your day to day, what do you do? What do you spend most of your time on? What are your big problems, and that was that was extremely informative. And so it turned out that when they did ask me to join the team, I valued that experience. So much like the experience of getting to talk to various people that were all these teams and learning what they do. I felt like I learned so much so fast, that I jumped on the opportunity to help with the programme. Because it was just such a great opportunity to see a lot very quickly, more breadth over depth, if you will. And so yeah, I joined, I joined I sort of grew the AI programme from where it started to a much larger programme over two years eventually ended up leading the team that was taking care of it. And and through that work got to chat with like dozens and dozens dozens of companies that were doing applied machine learning and mentor, hundreds of students are fellows. And I think that was yeah, still like the pace of learning at that insight was incredible because you very quickly pattern match once you've seen, you know, not one NLP project with like 25 or one image classification project with 30. So that was that was an amazing experience. "
