Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiasts, where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:46  
Hello, and welcome to another episode of the ""Chai Time Data Science"" show. In this episode, I interview Eugene Khvedchenya, a Kaggle competition master ranked in the top 150 on the platform, and a computer vision consultant, talk all about his journey into the field and Kaggle, and his recent team gold finish on the Severstal: Steel Defect Detection Kaggle competition, where his team finished fourth, bringing another gold medal to his profile. Eugene also says many great pieces of advice around writing code, good code, and specially good code for Kaggle competitions, along with our discussion on his open source efforts on Albumentations and another framework that he's currently working on, called Pytorch toolbelt. All of to which you can find a description in the links section of this podcast. Also, if you would like to know more about augmentations there's another interview with Dr. Vladimir Iglovikov on this podcast. So do check that out in case you're interested. For now, here's my interview with Eugene, all about Kaggle, his recent solution and best coding practices. Please enjoy the show. 

Sanyam Bhutani  2:00  
Along with a quick note and an apology to the listeners, as you might have noticed, I have not been releasing any interviews for the past two or three weeks. And that is because I decided to invest a lot of efforts into converting all of the previous 27 interviews on this series into blog posts, along with working on putting a proper 'data science term checked' subtitles for them. I'll also make an announcement: starting now- Slowly, the blog post of the previous 27 interviews will be rolling out in parallel, you can find the link to the website with these will be released. Along with all of the future video releases we'll have checked subtitles to help improve your experience. Instead of working towards the releases, I spend some time putting up support material for the previous ones and ensuring the future releases happened fluidly, both in terms of the video and audio stream along with blog posts. I hope that improves your experience a bit. I am of course very open to any suggestions. This is, this is a suggestion that I always wanted to work on. So in case you have any other ideas that you'd want me to incorporate, please do send them my way. And I hope this improves your experience of tuning into ""Chai Time Data Science"" a little bit. Without further ado, here's the conversation."
3:42,Sanyam Bhutani,"Hello, Eugene, thank you so much for joining me on the ""Chai Time Data Science"" podcast and especially agreeing for the AMA Section."
3:49,Eugene Khvedchenya,Thanks for the invitation. It's a pleasure to be here.
3:53,Sanyam Bhutani,"I'm honored to have you on the show. Talking about your background, you have a masters in software engineering and you have been working on computer vision for a decade now. Could you tell us how did you get started with data science or machine learning broadly speaking?"
4:08,Eugene Khvedchenya,"Sure. So my background comes from the classical computer vision. And this decade, I was doing computation on C++ or Python. And in the start of 2018, I started investing more into the deep learning and machine learning. Since I realized this is a really hot topic, and what convinced me to do this, which was understanding of the fact that the amount of efforts is needed to build some image classification or object detection system using deep learning techniques, is way smaller than it required to do the same for the classical handcrafted tradition."
5:09,Sanyam Bhutani,"Talking more about the classical area, so you actually have a Hall of Fame, as you mentioned it on your Kaggle profile. And you're currently a consultant in the computer vision area. Could you tell us more about your off Kaggle life and the problems that you're working on?"
5:25,Eugene Khvedchenya,"Sure. So yeah, as you've seen on my profile, I was into many topics. And currently, I'm working at a company for doing much identity verification as a service. And there we have plenty of tasks. But without going into the very deep details, which I think I won't be able to share, were using images to extract all the information from them isn't there, passport photos or driver license photos. So it's many topics, all related to computer vision or OCR face detection. "
6:13,Sanyam Bhutani,"Got it, and you're working on the deep learning stack or even the classical algorithm."
6:19,Eugene Khvedchenya,It's a combination of both. 
6:21,Sanyam Bhutani,Got it. Okay. 
6:23,Eugene Khvedchenya,"So there's still a lot of room for the classical computer vision, I think in many topics, in many areas, not only in our company, but overall. So it's good to have knowledge in, in both domains."
6:39,Sanyam Bhutani,"During my research, I also found three very interesting things on your Instagram profile. I'll have it linked for the listeners if they want to check it out, which is sports, travel and graphic cards, lots, lots and lots of them. Could you tell us more about your life outside of the technical world and what sports do you compete in and how do you balance this lifestyle?"
7:01,Eugene Khvedchenya,"Uh so and thanks for the question. For, to balance the work which is most of the time sitting in the chair you have to compensate, this was a decent amount of physical activity. "
7:19,Sanyam Bhutani,Yeah. 
7:20,Eugene Khvedchenya,"So, I enjoy cycling a lot. And recently I started doing open sea swimming, which I also enjoy and in winter, all kinds of the winter activities like snowboarding, that some fun off. So to to have this work life balance or work-sport balance. I try to do this through the year so that I keep myself in a good shape since sitting eight or so hours, it's not, it's not something that your body wouldn't take a say, thank you."
8:06,Sanyam Bhutani,"Yeah. For the audience. I'd also like to mention that Eugene doesn't only win medals on Kaggle he's also won a bunch of medals on cycling competitions, I think."
8:17,Sanyam Bhutani,"Yeah, there was some of them in my past and also in inline skating that, yeah."
8:25,Sanyam Bhutani,Got it. So you an active sports competitor as well outside of Kaggle.
8:31,Sanyam Bhutani,"Yeah, we can we can say that."
8:33,Sanyam Bhutani,Yeah. Okay. Coming to Kaggle. Could you tell us what made you sign up for your first competition and how did you end up getting started on Kaggle?
8:42,Eugene Khvedchenya,"It actually was the same time I decided to learn deep learning. And I'm kind of a practical kind of person who learns by solving some real challenges and not very good at just learning the theory. I need to get my, my hands dirty with some tasks. So that's why I went to Kaggle and at the time there was a, icebergs the light detection challenge. It was the start of 2018 I think. So that was my first Kaggle competition. I was totally newbie in the deep learning. And I tried to make my way to this by reading the learning materials available in a great amount on YouTube, some lectures, and basically building mindset of knowledge and my set of skills. And that competition I finished about on the 100 something place."
9:56,Sanyam Bhutani,Right.
9:58,Eugene Khvedchenya,"And it was the first time and the first lesson to me that I learned, is that on the Kaggle look for data leaks first. "
10:07,Sanyam Bhutani,Hahaha. Okay. 
10:10,Sanyam Bhutani,"So yeah, in that competition, there was a huge data leak that alone itself was able to get about, I mean, top 50 maybe."
10:22,Sanyam Bhutani,"Usually, ideally, that shouldn't be the case with most of the competition."
