Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiasts, where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:45  
Hello, and welcome to another episode of the ""Chai Time Data Science"" show. In this episode, I interview Kaggle Grand Master, Dmitry Danevskiy, whose team has just finished first on the Google quest q&a labeling Kaggle competition. And with that gold medal Dmitry has just achieved the title of becoming a Grand Master in the competition tier. And as you know, we'll be talking about his journey on Kaggle and into data science on this episode along with their first position solution to the Google quest competition. Dmitry is currently working as a machine learning specialist or machine learning research engineer at the speaker, we also discuss about his work, Kaggle has impacted his work and his take on where does Kaggle help you in data science? Without further ado, here's my interview with Kaggle Grand Master Dmitry Danevskiy about their first position solution, Kaggle and real world data science. Please enjoy the show.

Sanyam Bhutani  2:01  
Hi, everyone, I'm on the call with someone who's just become a Grand Master, Dmitry Danevskiy. Dmitry, thank you so much for joining me on the podcast."
2:10,Dmitry Danevskiy,"Yeah, hello. My name is Dmitry, it's my pleasure to be here. Yeah, I'm sure and recently our team or team won the Google q&a labelling challenge on Kaggle. Yeah. And this was my recent gold medal and therefore our I became Kaggle Grand Master right."
2:35,Sanyam Bhutani,"Congratulations on both the things. And we'll talk about the competition in a bit but once you become a Grand Master, do you get entrey into secret Fight Club? Do you gain any secret abilities? How's the feeling? Can you describe the feeling?"
2:47,Dmitry Danevskiy,"Yeah, I mean, I can say that this is like this final status like something right really specific because, you know, prior to the Kaggle and Grand Master you have to do all this other competitions. And probably this this. Yeah, this final one wasn't like the most most challenging because, you know, first reason is that the competition it itself wasn't that hard for me for several reasons. And probably the second one is that, you know, given all the experience I got from other competitions. It was just easier. Yeah. So, but yeah, in general. Yeah. Becoming a Grand Master is like a huge step for me because it's something you know, you could channel you could tell people and they just wild, that's really awesome. That's it. Yeah, this is great. But in terms of like, feelings of, like, came much, much stronger in terms of like doing national arenas. It's not at all. I mean, I feel absolutely the same as I felt like a month ago. Yeah. And about the competition probably I will tell a bit later. But yeah, in general, it was like, I have to build a system that would automatically score a Stack Overflow, psychic change. And sourcing question questions by sorts of different attributes. Like for instance, how good the question is and how to answer answers to questions, electronics, and it answers the question. Yeah."
4:33,Sanyam Bhutani,"I guess we can talk about the competition verse. Usually we talk about, I talk about the guests journey, but before so could you will highlight the competition. What was the challenge in the Google quest q&a challenge?"
4:46,Dmitry Danevskiy,"Yeah, sure. So as I said, you like given some questions and answers from StackOverflow and steady change and all the sides like ask a boon to and probably some Some like, last Come on, like, photography dots like change.com. Yeah, you have all this, all these questions and answers from, you know, like in, in a raw format and you have to build a system probably like and it will be system. That's huge analyze those those questions and answers and output some, some, some predictions on how the how the see how the question is, is like well, well formulated. Does it have like a commonly accepted dancer song? Yeah. And we've had like around 6000s of labels, examples. Yeah. In our training set and probably three or four in the testing set. Yeah. "
5:59,Sanyam Bhutani,Okay. Was this similar to any competitions you've done in the past? Did you have any code that you could just stick on top of this competition for a baseline?
6:08,Dmitry Danevskiy,"Well, I'm not sure because I'm surely not that not that Into NLP. Yeah, I actually like trying to do like different competitions but yes, I never I never boots, sewers and I'll be competitions before except for probably before this competition our team I mean like our team, I mean, you realloc be two parts and so, other NLP competitions it was like just like just before this competition and just as good as that competition was on awake worry related topic. And there we had to do question answering now I can standards for how things is taxed and you have to find, you know, as a span of interest tags. It answers the question yeah. There we we also have to use some NLPs stuff. But that condition was really different because, you know, it's just it. Yes, it's this task is like, absolutely, like about other other stuff. Yeah. So, in some sense I, I had some some similar experience but in in yeah, in other sense I, I didn't; "
7:27,Sanyam Bhutani,Period that you enroll in the competition like when did you sign up and how was your time and efforts involved throughout this duration and your teams?
7:34,Dmitry Danevskiy,"Uh. Yeah, so I guess we we decided to yeah, we decided to jump into this competition because we found to be frustrated because we, you know, in that previous competition, we actually finished on the, I guess, sixteenth position. "
7:57,Sanyam Bhutani,Yeah.
7:58,Dmitry Danevskiy,"That was the top seller position Yeah, so, uh, found that we want something like, no like, like revenge (avenge-rs?). Like, in a good sense. Yeah. And I guess that's the reason we actually started doing this. Yeah, doing this one."
8:19,Sanyam Bhutani,"So, once you signed up for it, what were your go to steps? Or generally speaking when you sign up for any competitions, how do you approach the problem?"
8:32,Dmitry Danevskiy,"Well, yeah, so, it really depends on the competition has presented you have some competition. So you could just you know, use some old code from from the problem you have already solved. For some others you have to do. You have to write your own pipeline, as it was in interpreters, Google can a TAF 2.0 competition where I had throughout my pipeline entirely from scratch. Here, we decided not to, you know, not reinvent things and just be the best public baseline available and made it more, much better. Yeah, so, but I wouldn't recommend doing this unless you're like really experienced because public kernels often contain a lot of mistakes. Which don't work."
9:36,Sanyam Bhutani,"Okay. So if you could escape the solution overview, and the final solution that made it to the first position."
9:45,Dmitry Danevskiy,"Yeah, so actually, the most valuable thing we realized was that the data size is like, really, really small. So like 6000s samples is like real small that data says by modern standards, and even with use of transfer learning one could expect to not have rails who low score was that small dataset. So from the first day we had thought on how we could actually utilize some external data that was allowed in this competition. And the other a lot of external data because you have access to all this several flop and stick change posts. Yeah. And so I guess our two main things that made us yet won they are they are on domain for training, where we just you know, use the standard Bert retraining on the available data change data with an external metadata that comes, you know, from the posts like the number of uploads, and whether the particular answer was accepted as a as an answer. Yeah, and we like an additional into standards mask language model. task, we added this this additional task to predict those attributes like number of uploads, what they boast. And yeah, and this this sort of retraining really helped us because yeah, because our models, they became much more suitable for working on this particular domain while yeah, well as tendered, Bert's or other other model which just use some of your some general domain knowledge that probably will not work that good. Yeah. And the second really related stuff is to use this use pseudo labeling, which is like a really, really common technique used by, you know, in, in probably almost an incompletion. Since, I don't know, like, probably three years ago. So, yeah, yeah. So and in here we do not, you know, we, we decided to, like, reinvent things and just use the regular pseudo labeling pipeline where you have some label, you have some unlabeled data, you use your already existing models to predict labels and those data and add as and add as labels to your to your training set. There were like some commits of it this bits I guess. We describe it down on the forum, so I guess I will not, I will not outline them here because it's like really too technical, so if you are interested. Yeah. Okay. "
13:12,Sanyam Bhutani,"So you mentioned you use transformer models towards the solution. And that's that's slightly contrary compared to you mentioned it's also a smaller data size, did you run any experiments or any other intuition? Why was that a better option?"
13:28,Dmitry Danevskiy,"Like asking about did we to: What is a difference between like standard Bert models and our our, like, our iTunes models on the onto domain data?"
13:40,Sanyam Bhutani,Correct and because you mentioned that it's a relatively smaller data and usually transformers are really good at bigger datasets.
13:48,Dmitry Danevskiy,"Yeah, but Ben's idea was to use like, just like to take its tender, they're trained model on like, huge data sets, right. And then take relatively small external data sets to like, like a relatively big data set. So I guess we just round like, couple of Mila's posts from the stack overflow and Stack Exchange in order to even more like fine tune to avert but now on the domain data and then reuse this on the on the available training set, which was small, but this training helps the model you know, not to struggle with this work where a specific tokens found on Stack Overflow, where you have all this code snippets and song."
14:42,Sanyam Bhutani,"Now, in hindsight, generally speaking, how has working on Kaggle competitions impacted your professional life and I'm dying to ask this question on the podcast more recently, since people are debating that Kaggle isn't data science, you don't learn much data science skills, and these are mostly from people who are from outside the Kaggle world, what's your take on that? And what have your learnings been while being active on Kaggle?"
15:09,Dmitry Danevskiy,"I see this is a really good question. Thanks. Well, actually, I think that both sides I mean, those who are like full Kaggle and just horribly against Kaggle have some arguments. That's my opinion is that Kaggle really good in you know, in in boosting your technical machine learning skills and data modeling skills, data, visual data visualization skills, and as a does his job, probably better than any other activity? Yeah, probably if you like working on a really good job and you have like a really strong team probably is better. It's just passes your time and try for this job. And it's not true I think about Kaggle, but for I guess 95% of people are interested in machine learning this is not an option because they're like not that many good teams and not as many really interesting jobs. So you really want to, to make your make your technical skills really good you probably are really, you should be like really interested about Kaggle. Yeah, but catalyst to be criticized by not being like really away from what is happening in real life. But I wouldn't yeah, I wouldn't agree with that. Because, you know, the modeling is like, almost the same. But yes, sure, you will not learn how to how to communicate with, with business guys of how to know how to write an efficient Python code to extract data from you know, from something extreme and so on. But it's like, you know, no one says that you will learn this. I mean, it's like so, so you shouldn't like to expect Kaggle to teach you something you shouldn't. Right? Yeah. So I would say that yeah, that's Kaggle sake, will you test it at boosting your technical skills and you shouldn't expect to live or something else because just not what goes without."
17:22,Sanyam Bhutani,"Those can only be real in the learned in the real world. Like, like you said, talking to business people can only be learned by talking to business people. And that that becomes an RL loop from the real world."
17:32,Dmitry Danevskiy,"Yeah, sure, you could learn you could learn some, some soft skills on Kaggle because for instance, if you're participating in a team member, like really hard to make your teammates to do what you want, or you know, aren't you can convince yourself that you have to do what they want. Because, you know, sometimes they're right. Sometimes you are right. And, yeah, and as walls you know, some some patience and an ability to know to listen to other people. And that's, I guess, what is like really important in in business as well. Yeah, and especially, you know, when your houses were very, very stressful situations. Yeah, for instance, where you had to do to say, to decide what submission to choose or probably what a crutch to follow, because we don't have time to test all the approaches. This is the, I guess it's just really nice, your soft skills and negotiation skills much, much stronger."
18:36,Sanyam Bhutani,What's your teaming up strategy and how do you distribute your workflow when in a team? 
18:40,Dmitry Danevskiy,"Oh. Yeah, I see thanks. So, yes, so it really depends. So like, typically when when I'm I'm like in a team, everyone, you know, has something in mind to work on. So yes only for instances this particular competition yeah so I was like mostly thinking about general strategy about like training models about using Twitter labels about using how to use how to set up all right final and humble how to know how to know how to how to select models and so on well say as or not other guys were working on something else so for instance, Yury and and Dimitri were thinking about pre-training and this panel like a lot of time traveling, like new friend for training approaches, and yeah, and alike was interested in train like really, really deep big models a BERT, that eventually definitely turned out to be our strongest model yeah so we typically we now just say what we think and just and then if no one has any any contra arguments why you shouldn't work for this you just work in and yeah because yeah because typically I I'm I merge with those who already you know already have already has some some region some success on other competitions so they they typically know what what they are doing yeah nitrus down."
20:38,Sanyam Bhutani,Makes sensr. Did your Kaggle journey start after your data science journey or both started at the same time. Is there a story there?
20:49,Dmitry Danevskiy,"Yeah, so I guess I started Kaggle like guess two years after actually started doing machine any machine learning. "
20:58,Sanyam Bhutani,Okay. 
20:59,Dmitry Danevskiy,"So as a at the beginning of my, my career, I actually tried to do some Kaggle. But those attempts they were, like, unsuccessful because I user wasn't like really interested in the conditions or I found the time like nods you know, not I know I didn't not really, not really capable of solving this. I don't know and I just wanted to focus on my job and so on. Yeah. And and I guess probably one reason I wasn't paying like a lot of attention to the goal at a time because I had a really strong team on my on my job and I just wanted to work with them. And it was yes, that was a best option for me."
21:50,Sanyam Bhutani,How was the first competition experience like how is the new team since the first medal to up till now?
