Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiasts, where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:45  
Hello, and welcome to another episode of the ""Chai Time Data Science"" show. In this episode, I interview a researcher, practitioner and open source contributor. Yes, all three are aspects of one single person Sergey Kolesnikov, creator of catalyst, which deep learning and reinforcement learning framework based on Pytorch. In this interview, we talk all about Sergey's journey into the field of machine learning and reinforcement learning. His thoughts about open source development and the story of catalyst, how the development of catalyst started the story behind it, and its current features, the ecosystem. And what all can it support. We also talk a lot about the community in machine learning open data science community as well. Sergey shares many great advises about software engineering and open source development as well. And I believe that advices are applicable even outside of catalysts framework, generally speaking. We discussed about a lot of ideas about catalysts and outside of it, so please check out the description of this podcast if you'd like to read in depth about them. Along with a quick reminder to the non native English speaking audience if you're listening to the audio of this podcast please go to YouTube and enable subtitles because it will have manually checked and re uploaded subtitles to help video watching experience. For now, here's my conversation with Sergey Kolesnikov, creator of catalyst. Please enjoy the show.

Sanyam Bhutani  2:30  
Hi everyone. Today I'm honored to have on the show a researcher, practitioner and open source contributor, fortunately it's not three different persons. It's the same person Sergey Kolesnikov creator of catalyst. Thank you so much for joining me on the podcast."
2:46,Sergey,"Thank you for their my show for this invitation. It's it's really an honor for me to be here on this podcast because it's, it's like it's the first time I got such an honor to be on a podcast. I did not i'm not sure on the specialized end on or to make some fancy stuff. But thank you very much for your invitation."
3:12,Sanyam Bhutani,"Thank you so much for saying yes to the request. Now, before we talk about catalyst and the amazing framework, I want to talk about your journey. I think the secret to becoming really good at machine learning is having a name Sergey, or Dimitri, and having a background in physics. Is that true? Can you confirm that belief?"
3:30,Sergey,"I don't think I really strong background in physics. Yeah, I am graduated from Moscow Institute of Physics and Technology with this power skills in physics, mathematics and all the stuff. Nevertheless, I think the man when contribution machine learning and why it's so important to me, it's just my turn on motivation, because it's more in the form of this field, especially in the field of reinforcement learning, and deep learning self. So I think it's more about your inner inclination and motivation, rather than your hard skills."
4:14,Sanyam Bhutani,"Okay, at in your journey at what point did you get interested in machine learning? I believe you studied physics in school. Where did ML catch your interest? "
4:25,Sergey,"Oh, no. When I was on the first no, no. third year of my university I had large inspiration in deferral regarding fields like you know, mobile development, game development, all this stuff with development, several visualization projects, etc, etc. But later I found, you know, the simple example with monies and all stuff and then I was trying to understand how does it work. Understand the programming, but this looks like a little bit like a magic because he, and then this thing, somehow the standard it's one two three or; "
5:15,Sanyam Bhutani,Black magic. 
5:16,Sergey,"Yeah, it was interesting because I can get this process. But thanks to again for the university, there was a bunch of courses in statistics, optimization theory and all that stuff during this year. And with my motivation and some interest in this field, this game give me some boost to understand this machine learning part. Like a deep learning part and then reinforcement learning bottles. "
5:50,Sanyam Bhutani,"Okay, we'll definitely talk more about this but talking about your current you, you were working on open source, you're also leading data science teams. Can you tell us what problems are you working on? How do you balance your time?"
6:08,Sergey,"Oh, it's their complicated question because I'm not sure their experience in their into my time, right? Cause usually I just, I have my personal notion with all my stuff been just taskings ever to do. And usually when I look at it, it looks like work. So I work and we'll deal with it. It's really complicated. I don't know. Yeah, just somehow somehow it looks like a different fields of interest and I'm trying to work on each of them every day, for maybe several hours. But because of the number of different fields, gives them an opportunity to work the whole day like this."
7:16,Sanyam Bhutani,"So when you get bored of work, you switch to open source when you get bored of that you cease to community efforts."
7:22,Sergey,"Yeah, and I'm trying to, you know, combine all my interest interests around, you know, the catalyst, because it's like my expertise, open source expertise in one place. So every projects I'm working on, somehow contribute to the library, the development to open source and community. So it's, it's a lot of different fields and tasks and projects and the roles there's only one core, so somehow, it helps."
8:00,Sanyam Bhutani,"Okay, they were already many frameworks out there. TensorFlow was out there when you started catalyst. Why did you feel the need to create a separate framework? "
8:13,Sergey,"Okay. It was maybe around three years ago. 3 years ago, I was working with TenSorFlow and they'll stop. And they will listen, I found this amazing and simple framework like Pytorch but it has no disadvantage. It was a really low level. And for me, because of just take several projects simultaneously, like you know, several computer vision tasks by like, I don't know. But I found it. It's hard for me to keep you in my mind and to long barrel execute them. So they decided to make some common tools, some tools to use them during all my projects, and then the second development was mine my ideas like Ruby disability, then all know and it's another matrix oh I have another projects that no different we out so slowly slowly it's become not more complicated but but but more flexible and with a lot of extensions and after half year with development I decided to open the open data science community for open source because I want to show its produced and I felt this idea that with such time the framework, we can now create some kind of to, to really, you know, gain all this knowledge in this library and to share our knowledge between even different terrorist like division, natural language processing, time processing, reinforcement learning. And so this community of experts of professionals that can really have this ability to execute a lot of experience experiments, a lot of hypothesis testing with these two and to share the knowledge with all this community and to give the boost for the oldest era of deep learning. "
10:48,Sanyam Bhutani,"Okay, so, so sorry."
