Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiasts, where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:46  
Hello, and welcome to the first episode. This is also part 26 of interview with machine learning heroes. In this episode, I'm honored to be joined by Abhishek Thakur, chief data scientist at boost.ai, and also the world's first, and at the time of recording, only triple Grand Master on Kaggle. Abhishek has been working as a data scientist for the past few years. He also has a background in computer science with a master's degree from the University of Bonn. We talked about his journey into data science, his Kaggle experience and his current projects. Enjoy the show.

Sanyam Bhutani  1:38  
Hi, everyone. Thanks for tuning in. I'm really honored to be talking to the world's first triple Grand Master today. Thank you so much for taking the time to do this interview Abhishek."
1:49,Abhishek Thakur,Thank you very much for the invitation. It's a pleasure.
1:53,Sanyam Bhutani,"Today, you're the world's only Triple Grandmaster on Kaggle. Congratulations on the accomplishment. You're also working as the chief data scientist at boost.ai, and you've been working in this field for quite a while now. So could you tell us what got you interested in data science at first? "
2:12,Abhishek Thakur,"Yeah cool story. Data science was never my interest. I didn't know what data science or machine learning is. So I was working on image processing problems. Since my bachelor's, I'm an electronics engineer, and I'm not good at it, but I was good at signal processing. So I was looking at fingerprint recognition. Very old techniques. That works."
2:41,Sanyam Bhutani,And this was before the boom had happened. And before all these frameworks were out there it was.
2:49,Abhishek Thakur,"Before long way back, like I'm talking about 2010 now. "
2:55,Sanyam Bhutani,Got it.
2:57,Abhishek Thakur,"So after that, when I moved to Bonn to do my masters, during, during the time I was, I was again working in problems on image processing, OCR recognition. "
3:11,Sanyam Bhutani,Great. 
3:14,Abhishek Thakur,"My friends were also working there and they were all talking about natural language processing and neural networks, machine learning, I was like, what the heck is that I? Everyone is talking about it. So I started taking courses at the university. I was doing masters in computer science, but I was more interested in computer vision and image processing rather than machine learning stuff. "
3:35,Sanyam Bhutani,Yeah. 
3:36,Abhishek Thakur,"But that course, I didn't,  I didn't like it that much. So I gave up on machine learning and continued with image processing interest on my own."
3:51,Sanyam Bhutani,This is when there was a distinction between image processing and like using machine learning or deep learning. Got it.
3:57,Abhishek Thakur,"Exactly. Okay, so nowadays people talk about computer and automtically"
4:01,Sanyam Bhutani,It's sort of synonymous. Yeah.
4:04,Abhishek Thakur,"But at that time, there was a huge distinction between these two, and then, my thesis exposed me again to, nearest neighbors."
4:19,Sanyam Bhutani,Okay. 
4:20,Abhishek Thakur,"And then I started learning on my own. And I remember somebody had told me about Kaggle. So I joined Kaggle, I started with the competition, with basic stuff, which didn't even work for me. And after that, I learned by the solutions that people were sharing, so some people are talking about neural networks and what deep belief networks are, nobody talks about deep deviance these days. "
