Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiast where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:46  
Welcome to another episode of the ""Chai Time Data Science"" show. In this episode, I'm joined by one of my friends and peers from the fast AI community Robbert Bracco. Robbert is a fast AI student and has had a very interesting background. After graduating with a degree in computer science, he went on to play poker professionally for a couple of years, until recently when he decided to take an interest in deep learning. He has also been an author of one of the most famous threads on the first day forums, you may recognize him as user made up masters from the forums where he has created the threads, audio, deep learning audio and things Jeremy says to do, both for the part one and part of the course. In this episode, we talk a lot about Robbert's journey into deep learning, audio specially deep learning applied to audio, also about the official quote unquote unofficial fast a audio library to which Robbert is a contributor. We also talked about self learning and online education. This also sets a theme for our upcoming episodes where we take a deep dive into self learning How to keep your focus while following an online course. And also a podcast version of quote unquote, things that he says to do. So it will be a revision or a highlight of fast AI part one as well as part two. Stay tuned for that, and enjoy the show.

Sanyam Bhutani  2:31  
Hi, everyone. Welcome to today's show. I'm super excited to be talking to my friend. He is from the fast AI family, the foster community. I'm joined by Robbert Bracco today and we'll be talking about audio. Thanks so much for joining me today, Robbert."
2:46,Robbert Bracco,"Yeah, thanks. We've had a few Skype conversations about audio in the past and it's really nice to be doing in front of an audience."
2:54,Sanyam Bhutani,"Yep. So be excited about it as well. So before we get started talking about audio I know you have a super interesting background, you're not a computer science engineer, one might anticipate you to be you played poker professionally for quite a while before jumping into the machine learning space. So could you tell us a bit more about your background?"
3:15,Robbert Bracco,"Yeah, absolutely. Um, in 2009, I graduated from University with a degree in economics and computer science. And the path I was kind of headed on of going to work for a company just didn't appeal to me, had a strong preference for freedom, independence, I was young, I wanted to travel. And the idea of having you know, two weeks of vacation a year or less like, didn't appeal to me, and I've been playing poker as a hobby. Since I was 15 years old, and I kind of did some of the numbers and realized, you know, I'm living cheaply enough that I could actually do this for a living for a while, so I decided to take a shot at it. Spend six months doing that and maybe get some travel out of it. And some cool experiences and end up doing it full time for eight years as well. Okay."
4:06,Sanyam Bhutani,Yeah. So you were traveling the world through that time and and like playing remotely? Is that how that work?
4:13,Robbert Bracco,"No, it was more. So I was almost exclusively online. I wasn't really playing live tournaments or anything, but I could be anywhere I did take advantage and ended up living in some cool places. I lived in Brazil for a while Argentina, and just got to travel around a bit. So I was super lucky. It definitely shaped a founder and taught me a lot about like the same path we're on right now. It's self learning machine learning. Poker is a similar path, you kind of have to teach yourself and so I really gained a lot of the skills that I have from machine learning, I think came directly as a result of my experience in poker."
4:51,Sanyam Bhutani,I mean those skills for like being able to teach yourself using resources and;
4:56,Robbert Bracco,"Yeah, and trying to kind of filter through who knows what they're talking about. And who doesn't, there's a lot of bad information out there. [For sure] Also the discipline, you know, it's hard when you're, I'm sure you know, when you're your own boss any day, could be a vacation that you could just take this day off tomorrow. [That's right] So to really succeed and thrive, you have to find a way to be consistent and have that balance that, you know, I found challenging for a while."
5:23,Sanyam Bhutani,Definitely. And so how did machine learning come into the picture for you? So what caught your interest about machine learning?
5:31,Robbert Bracco,"Yeah, it's actually kind of a long backstory. So I'll try and zip through it. So my interest in getting back into programming started, I was just kind of reaching the end of my career in poker. I wasn't finding it very fulfilling. And I ended up moving with my fiance, then girlfriend to a small town in Brazil, to work for an NGO there. And while there, we were teaching and doing some work in the community, and I just realized the master opportunity there is to use a software for education. You know, even we were in a poor town in a poor state in Brazil. And even in the worst part of town where there was, you know, makeshift housing and open sewage, you can still find in almost every home, at least one Android smartphone, which totally blew me away. And I just thought like, this is an opportunity to, you know, make education more widely available, like for you and I, in our situation, you know, we're already educated, we're really fortunate unable to be an advanced MOOC or you know, just go teach ourselves but like, I think in the next 10 years, we're going to see that extend to a lot more fields beyond computer science. So I saw that opportunity, and I realized I didn't have the programming skills necessary to after I guess I tried building stuff for about two or three months, and I realized I thought;"
7:05,Sanyam Bhutani,"But you di study about computer science in college you mentioned, right?"
7:09,Robbert Bracco,"Yeah, I did. So I have a background in programming, but honestly, I don't feel like I took that much away from that. You know, I hadn't done it in eight years. [Yeah] I was very, very rusty. And, you know, it was such a focus on theory, you know, they wanted you to learn how to build a compiler before you build a useful piece of software. So I;"
7:31,Sanyam Bhutani,Totally know what you're talking about. 
7:33,Robbert Bracco,I'm sure a lot of the audience as well is super familiar with this dilemma.
7:38,Sanyam Bhutani,Yeah.
7:41,Robbert Bracco,"I decided I looked at the options there was going back to school going into debt to get a master's degree. But I end up taking alternate route, which is what I saw a lot of people like yourself doing and that's taking these online courses self teaching for free. [Yeah] And I think it's a super cool path. And I think we're going to see a lot more people doing it in the future."
8:08,Sanyam Bhutani,"So during during this this period that you were spending in the town, you realize that you could maybe apply machine learning to help other students."
