Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiasts, where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:46  
Hello, and welcome to another episode of the ""Chai Time Data Science"" show. In this episode, I'm excited to be interviewing Dr. Olivier Grellier, double Kaggle Grand Master, and Senior Data Scientist at H2O.ai. Olivier holds a PhD in signal processing and has worked across multiple roles in different domains over the years, including that of a developer, project manager, and even in trading before getting into data science. In this interview, we talk ofcourse, all about his journey over the past years. His data science journey, how he got started with data science, and Kaggle. We talk all about H2O.ai. His work at H2O.ai and his current projects, Olivier shares insights into Kaggle and Kaggle competitions. We talk all about Kaggle as a learning platform and also as a platform for professional skill development. Note that this is a special release happening on H2O.ai YouTube channel, if you're curious to check out the other interview releases that I'm doing, please see the link in the description of this podcast. Second note to the listener, if you are a non-native English speaker as a reminder, all of this and the future episode release will have proper fixed English subtitles. So if you're watching it on YouTube, please remember to enable the subtitles for a better experience, along with a blog post coming out in the next week or in a few days with the video release. So stay tuned if you'd like to read the interview rather than watch it. Without further ado, here is my conversation with Dr. Olivier, double Kaggle Grand Master, and senior data scientist at H2O.ai, all about data science, his journey and Kaggle. Please enjoy the show.

Sanyam Bhutani  2:59  
Hi everyone, I'm on the call with Dr. Olivier, thank you so much for joining me on this podcast series."
3:06,Dr. Olivier Grellier,"Thanks for having me on the call. I'm really happy to be talking with you, Sanyam."
3:12,Sanyam Bhutani,"It's really an honor to have you on the show. Talking about your background, you hold a PhD in signal processing, and have worked across multiple roles, including that of a developer, a project manager and in trading as well. Could you tell us, how did you get started in data science? You've published some research in signal processing way back in the 2000s, was it? Can it can we classify that as data science also?"
3:38,Dr. Olivier Grellier,"No, I think it was it was really signal processing, actually, that was on telecommunications. And yes, there are many things that could be related to data science, but it was really pure, pure mathematics and signal processing at the time. I think we were still trying to find out Magic features or data properties just like we do in our Kaggle. But yeah, that was really just signal processing."
4:09,Sanyam Bhutani,Okay. 
4:10,Dr. Olivier Grellier,Yeah. 
4:11,Sanyam Bhutani,"So you've worked across multiple roles. Could you tell us about the different industries you worked at, worked across and contributed to? I'm trying to connect the dots of how you got into data science."
4:22,Dr. Olivier Grellier,"Oh, yeah, that's very difficult. I don't even remember how I got trapped into Data Science and machine learning. Yeah. Yeah, in fact, I, it all started in research with signal processing, but I, I sort of fell really not enjoying that much to the research part of it. So I decided to enter a more practical job. And so that was in Armadeus. It's a leader in the travel technology. So that was really for the travel and nature industry. So I was there. As a C++ developer first on IBM mainframe, so so that's what really should know. There is;"
5:09,Sanyam Bhutani,That puts the dates into perspective.
5:15,Dr. Olivier Grellier,"So yeah, that was back in. Yeah. 20 Yeah. Yeah. 2000."
5:22,Sanyam Bhutani,About two decades ago. 
5:24,Dr. Olivier Grellier,"Yeah, uh, thanks for reminding me. I'm older. But yeah, that was two decades ago. Yeah."
5:34,Sanyam Bhutani,Okay.
