Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiasts, where I interview Practitioners, Researchers, and Kagglers about their journey, experience, and talk all things about Data Science.

Sanyam Bhutani  0:45  
Hello, and welcome to another episode of the Chai Time Data Science Show. This is a very first, if I may on this series where I get to interview two amazing Kagglers. I'm sure they need no introduction: Dmitry Gordeev, also known as the ""dott"" on kaggle. And Philipp Singer, the Psi on Kaggle-I've already been lucky enough to interview Phillip on the series. So please do check that interview out if you haven't. In this interview, we talk about first Dmitry's journey into data science on kaggle. And in the later half about ""The Zoo"": The victory and Philipp's team named for all of their amazing victories has been unanimous, I'm sure now with the community, it's known as the zoo. And we talk all about the zoo's journey both of their journey on kaggle. Together, their approach on teaming up their approach about winning a competition and we discuss definitely about what does it really take to win a kaggle competition. The zoo in the past one year has had 100% success rate of Medalling, including three wins on competition by wins I mean 1st position finishes and a LARGE Majority of gold medals. We also talk about their recent win on the NFL Big Data bowl competition, their approach to the competition, of course, zooming out and talking about how they went about distributing their workloads, what does it take to win a competition? How does their approach vary over the days of the competition, and the solution, a quick note to the non native English speaking audience. If you're watching this on YouTube, or if you're not watching this on YouTube, please go to YouTube and enable the subtitles because this will have manually checked and re uploaded subtitles so that you all can have a better watching experience. The written version of this will come out in a few days from the release. So you can also find the links to where the written or the blog version of this interview will come out. If you'd like to check that out instead of watching or listening. For now, here's my interview with the two lions from ""The Zoo"" team on Kaggle: Dmitry Gordeev and Philipp Singer, all about winning kaggle competition. What does it really take to win a kaggle competition, ""The Zoo"", and the solution about NFL Big Data Bowl, Please enjoy the show!

Sanyam Bhutani  3:14  
Hi, everyone, this is really a first time for me. I'm sitting across two lines in the call Two lions: from the zoo, Dr. Philipp Singer who's on the show for the second time, Welcome back! And Dmitry Gordeev. Thank you so much for joining me, both, on this series."
3:47,Philipp Singer,Thank you. Thank you for having me a second time.
3:51,Philipp Singer,great honor.
3:53,Dmitry Gordeev,Thank you for having me for the first time then.
3:56,Sanyam Bhutani,"Privileged to have you, If you could just speak out your name for the audience. Who tune into the audio so that they can recognize you by your voice."
4:05,Philipp Singer," Phillip,"
4:08,Dmitry Gordeev,"and Dmitry Gordeev-that's me,"
4:11,Sanyam Bhutani,"Okay, awesome. Now, since the audience is already familiar with Philipp's background, I'd like to go for a first solo gold discussion, pun intended with the ""Dott"": Dmitry. I believe your background is in pattern recognition. You studied pattern recognition at Moscow State University. Can you tell us more about it? And can we call it data science today because I think that was a little while ago in the called pattern recognition."
4:36,Dmitry Gordeev,"That's true. I think in in Russia, the education system is a little bit different. And therefore the naming convention of certain things were different. Back then, that was the faculty of computational mathematics. And we had also an interesting name for exactly this facility, the courses, the parts of the faculty, it Took, but translating to more commonly known terms, I would say machine learning, data mining this sort of things. So I just, I, I would probably not be completely wrong by saying that I have a data mining master degree from Moscow State University like trying to connect the terms with with the usual system of naming the indications."
5:25,Sanyam Bhutani,"You were WAY ahead of the curve: You studied this in 2005 and even before the AlexNet boom, all of the computer vision boom didn't happen. And I believe you also studied computer vision. Did you have a passion for this field, How did you start in data science later on your life?"
5:42,Dmitry Gordeev,with computer vision? I started quite a while later because back then.
5:50,Dmitry Gordeev,I think it was rather like the beginning of
5:54,Dmitry Gordeev,"comp-competitive machine learning. Okay, so we have lots of theory. medical background there with regards to the algorithms. What was out there we're using mainly MATLAB back in during the studies. So kind of the the hype of ""R"" [Programming Language] came out a little bit later and then Python. So I had to catch up after I graduated."
6:19,Dmitry Gordeev,One of my teachers
6:22,Dmitry Gordeev,"became kaggle, Top One, I believe, three years after I graduated. Unfortunately, he's not participating in kaggle for for a while now, but I learned quite a lot from him. So you can imagine that we had also quite a nice stress on the practical aspects of the field."
6:41,Sanyam Bhutani,"Yeah, for sure. I can only imagine. You're also currently a data scientist at a UNIQA group. Could you tell us what problems are you working ""off kaggle"" and what does it in your life look like along with the balance that you maintaining with kaggle the winning balance it maintaining it."
6:56,Dmitry Gordeev,"Unfortunately, at work, you don't have like Such nice prepared tasks and problems and datasets. So by far the most part of our work and I can say our because together with Philipp we'll basically be, we'll work for the same team within the same division of the same company. Most of the work is dedicated to like stuff around it. So I don't know 90% of the work is about talking to the people discussing the ideas of what projects to run,"
7:30,Dmitry Gordeev,"thinking what data to collect, talking to people try to do the bureaucratic paperwork to get the data."
7:41,Dmitry Gordeev,"And we also take over a lot of like technical stuff around that. So since we started winning, we also decided just to take over whatever is involved like data storage, data, ingestion, maintaining the cloud infrastructure, stuff like this. As well as like deploying them all pushing them to basically dockerize everything we push everything to Kubernetes and do it in the cloud. So, like major part of the work is related to be capable of delivering entrance services and products within the company."
8:21,Sanyam Bhutani,"Okay, now people have this misconception that you absolutely need to know everything. A lot of things that you mentioned, do you think your traditional background help you knock it out of the park? Or did you also have to learn a lot of things as you went along your journey?"
8:35,Dmitry Gordeev,"It did help a lot. I believe I have quite a strong background in mathematics and in computer science, software development, partially as well, that helped a lot. And that applies not only to machine learning specific tasks, but at the tasks around that, as I said, like the date related things, you always have to struggle through the deployment. things, which is also quite a big struggle as it turns out to be. So that was really helpful. I can clearly well I can just looking at looking back saying that that helps quite a lot."
9:13,Sanyam Bhutani,"Okay. Now, you also had the direct influence of kaggle from your professors you mentioned but what led you to signing up on your first competition and how did you get addicted to the Kaggle bug?"
9:27,Dmitry Gordeev,I have like two
9:30,Dmitry Gordeev,"to kind of separate journeys are on kaggle first one was, I think around four years ago, I kind of discovered the platform on my own which was not that difficult back in time. And I wanted to jump in try certain try things just see how well I I can do such things. Back then I discovered that one of my professors are doing the competitions and doing quite well I didn't know that before that. So it was a surprise to me. And I think I did three competitions, I did it completely alone. And one of them, I kind of set it targets to get to top 10. And one of them because back then that that gave a label of Master: Well, they didn't have grandmasters back then. So okay, that was a kind of a big thing for me. And that was to large extent lucky, but I got exactly to the 10th place, jumping to place from the public to the private one. So it was really exciting. And it was really educational to try things there because that was exactly the place where you can try old the state of the art modern algorithms and methods. So it was really good knowledge base for me. Back then everyone started using extra boost. Most of the competitions were Tabular, Maybe some textual data. So actually XGboost plus neural networks, stuff like this, I tried that. So I did three competitions, got one gold medal. That was, that was not a gold medal according to the terms back then, but it is now. And then I kind of took a break because I realized how much time it requires how time consuming it is, if you want to really succeed, and I didn't have the time I was working for for a bank here in Austria back then. And I just realized I cannot manage like everything all together personal lives and professional life and kaggle. So I gave up for a little bit until two years ago, I just decided to leave whatever I was doing back there in banking and just focus on data sciences as the field. I'm was able to get to a position of data scientist and insurance company and then the whole story on began around a year ago."
12:02,Sanyam Bhutani,"Okay, I think you both have discovered a cheat code to kaggle. Whenever you name your team to the zoo, you will probably end up in a gold medal or winning the competition. Is that your secret? Because I was going through your profile you have 100% rate of meddling with a 70% rate of gold medal which to my knowledge is the highest. Can you share a little secret of yours?"
12:24,Dmitry Gordeev,"Maybe it is indeed the name. We don't know it yet. We might try a different one. Maybe this will work if we rename ourselves symbol differently. Yeah, the most success of course, is coming from the from the period where we teamed up with Phillipp's and teamwork. We had I think we're in seven competitions. Yeah, I posted about it on Twitter. I think we had seven competitions. And to me it was amazing how well it worked. So I was I felt like it is a good time to just state the achievement because cannot last for too long. And for the next couple of competitions we're definitely not gonna win might not get to the gold. So let's just enjoy the moment for now."
13:11,Sanyam Bhutani,I think it would be otherwise but coming back to your team. I remember Philip got really mad. I think you got really married Philip one time because you didn't name your team his team to the zoo is so I figured that's the cheat code.
13:27,Dmitry Gordeev,"Absolutely. I got really upset because you have to, um, was it the one competition where we didn't get the gold medal? Maybe that was the men that was the reason why we didn't get it but yeah, we decided to keep the name just well to have some sort of a label of our team. Why not? It's brought us like apparently"
13:51,Sanyam Bhutani,I think it's your-you hold the CopyRight to it so that Phillip can't go solo naming himself to The Zoo and become a grandmaster like you already are.
14:00,Dmitry Gordeev,"Fair enough. Well, maybe he maybe he needs to have his name on his profile for a bit to get his solid gold."
14:08,Philipp Singer,"Actually, actually, sorry to jump in Actually, I tried to do it and Dmitry told me not to do it, so"
14:15,Philipp Singer,maybe I should do it. It might actually lucky.
14:19,Dmitry Gordeev,"Yeah, I'll close my eyes. You just should. You should rename it just few minutes before the deadline of the next competition and just let's see what happens."
14:29,Sanyam Bhutani,"Now, coming to your teaming up strategy, I'm sure teaming up on kaggle would have affected your professional life as well. As you mentioned, you both team up on work. Can you both speak to how did teaming up on kaggle affect your professional life? teaming up in real world?"
14:47,Philipp Singer,"Okay, I can I can I can start?"
14:51,Philipp Singer,"Well, I mean, first of all, I think I mentioned that those last time we in teaming you learn a lot and probably You learn more how the other person works, then if you're in a project that work because as Dmitry said, there are so many different facets to that work. But, but okay, you focus on one thing and one goal and you try to achieve the goal together and so, so you can have more streamlined process towards it. And you can kind of, kind of also see how the, how the other person works and of course, and of course, it's, it enables you to, to also learn to trust the other person and to, to see that you can rely on the other person and I mean, the more and more you've worked together I can I can fully fully believe in his in his capabilities to do anything. So So that's, of course also quite fruitful for the off camera work, I would say. Awesome."
