Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science,"" a podcast for data science enthusiasts, where I interview practitioners and researchers and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:46  
Hello, and welcome to another episode of the ""Chai Time Data Science Show"", I'm really excited to be interviewing another person from hugging face in this episode: Victor Sanh, who's a research scientist at hugging face. This is part two of Second release of the hugging face series. Do check out the interview with Julien Chaumond, who's the CTO of hugging face if you haven't or if you're interested. In this episode, we talk all about Victor's journey into the field of NLP and machine learning broadly speaking, and delve more into research at hugging face especially distil BERT which is the most recent research by hugging face we also talk a lot about open source and research in general, Victor shares his amazing view points for NLP research in this interview, so I'm really excited to be sharing this. Without further ado, here's my conversation with Victor San, Research Scientist at Hugging Face, all about distil BERT and research in NLP, please enjoy the show

Sanyam Bhutani  2:04  
Hi everyone, I'm really really excited to have another person from Hugging face: Victor on the show. Thank you so much, Victor for joining me on the podcast."
2:13,Victor Sanh,"Hi, thank you for having me. It's a pleasure to be here."
2:15,Sanyam Bhutani,It's really an honour to have you i thought i i'd like to use a hugging face transformer model again to generate your intro may read it out if that's okay with you.
2:26,Victor Sanh,"Yeah, like that go."
2:28,Sanyam Bhutani,"So this time I use Distil-GPT-2 last time with Julian I'd used GPT, to the prompt that I gave to the module is Victor Sanh is a research scientist at Hugging Face, and it came up with Victor Sanh is a research scientist at Hugging face Research Institute in New York City, and has led a number of open source projects that have been named for his work. He's also co-founder of open a foundation and is a founding member of international open source society. I o f. And open technology. His interests include computer vision and NLP open technology, cryptography, computer software and robotics. He's also an open source software engineer and researcher. Sounds, right?"
3:16,Victor Sanh,"I love it this version actually, I thought of it is actually true. Like not the open AI part, definitely not. But like yeah started like, computer vision before doing NLP. So yeah, probably it's definitely true. I promise I didn't like to do anything like on myself when training."
3:39,Sanyam Bhutani,But I definitely love to know more about your background before we talk about the research at hugging face. So could you tell us how did you get interested in machine learning? I found out that he also took a bunch of machine learning courses during University Days.
3:51,Victor Sanh,"Yeah. So basically, I have a background in mathematics. So I didn't finish all my studies in maths so I studied Like algebra topology optimization like probability financial maths, like a lot of math. And look so like, I guess, like my first project in, in machine learning was doing computer vision. So at that time I was working on like, a project, like we were trying, we were doing like 3d object recognition. Okay, so we're using like, our RGB D input. So like the D for RGB, like in the D stands for depth, okay. That's the kind of like, sensors you have like, like recent iPhones. They're using like RGB D inputs to recognise 3d objects. So I like that's how I kind of started machine learning. And then like, I did a little bit of machine translation. This was like my first step into NLP. And yeah, like now I'm like more working broadly on NLP like Stack I've done a lot of like conventional AI obviously but yep"
5:07,Sanyam Bhutani,got it you a research scientist at hugging face Can you tell us more about the work that you're currently handling and what is a day in your life currently look like?
5:17,Victor Sanh,"Yeah so I guess like I work on like that's their work on two different things so hugging Face is also building a product so we doing conversational AI, that's how this company started. So part of my time is actually Yeah, like building machine learning stack for products. So I can lead like the the effort, like picking machine learning into products or building new models, putting into production monitoring server, etc. So that's one of my on a slight like, yeah, my name Bro. Now the focus is more like doing research. So what I mean by research is like science in general. So it can be like, contributing to transformers are like Main Library. But it's also like working on for them to research papers, writing blog posts as like a teaching opportunity, like reading papers. So yeah, try to balance Like, right now my focus is pretty light on science. So I try to balance all of it. And depending on like the timeline on the different projects, like try to prioritise all of this"
6:37,Sanyam Bhutani,"You mentioned the Transformers repo. TensorFlow 2.0, or PyTorch, which is your favourite right now?"
6:45,Victor Sanh,"Um,"
6:47,Sanyam Bhutani,it's a tricky question.
6:48,Victor Sanh,"Honestly. Yeah, it's a tricky question. I feel like I shouldn't answer you know, like, just not to like offend anyone. I started mission on in doing time. have actually then I switched to PyTorch. So I guess like I use both okay like a lot of the code like the code we believe is actually in PyTorch that's like how we like started doing things like the vision like on Transformers library is really to be agnostic as possible on like the framework we use either TensorFlow PyTorch the the idea is here's like to bring value to as most people's as possible and so that like the framework is not like they were like to use our libraries."
7:40,Sanyam Bhutani,That's amazing.
7:41,Victor Sanh,"I mean, like we already implemented in Transformers it's not PyTorch Transformers anymore. And like super excited to see like how people use it and like, already people like opening issue so people are actually using the the sense of intimidation."
7:57,Sanyam Bhutani,"Okay. me fan and also user I am definitely more excited about it as well. Now, coming back to the research aspect. So a common question is how does your research pipeline look like? How do you think of a new idea? How do you approach a new problem? Maybe qouting the distil BERT example as an example? Yeah."
8:23,Victor Sanh,"So I guess I get the Distil BERT paper like came out of, like this general trend like in like, in the community, in the space analogy of like training, like, more specifically pre training super large transformers, and these Transformers were getting larger and larger and like a lot of us like, not only me, but we're kind of tired of seeing strain. Yeah. Like for many reasons, like for just one just to sight one's like, how do you handle these super large models into production, so no one can make To use like 1GB file in solution, so yeah. So yeah, like, just from a production point of view, you want to have them be more efficient, more, more like production friendly, something more maintainable, etc. So I guess like, the first tip, like in terms of research is to work on something that really excites you, and interest you. So like, like the most recent one yes, definitely is to Dilbert. Like I've worked on multitask learning before, like other topics to come this way. I. Yeah. So it's really about like finding something that excites you. And the second column is what could be like from a research like from a research scientist perspective, I would say would you be like probably Would you be like excited if you if you were to read like the paper like your contribution? I mean, I like you, you probably gonna write something and implementation in the paper or whatever, whatever like the format is, would you be like proud of like this work at the end? Like, would you be excited about this paper? If it wasn't you who wrote it? Would you be like, Okay, this is a real contribution? I can I do see the trend here. So trying like to find like this intersection between what excites you and what can really bring values to community. "
10:38,Sanyam Bhutani,"That's amazing advice. So you mentioned, you should be excited about the project. One thing that I always get worried about is in a passion project, you might not be able to see when should you end a project or when should you continue exploring because nothing works in machine learning until it does. So how do you decide that?"
10:58,Victor Sanh,"Yeah, that's a good question. Well, like if I had like the perfect answer, I guess I would be great. I don't have it like, well, like, obviously, when you start a project in machine learning, you have to factor in that like the first iterations won't work. Like otherwise you were privileged genius. So just like be aware that like the first iterations, like, won't, like, won't look like the final like the final product, the final model, whatever you call it, so it's really important that you have this in mind when you start. And it's also like a question of determination. So you know that if you're going to fail, like no, that's going to fail several times, multiple times. Yeah. How do you handle like fears like, do you like Do you never run out of ideas from the failures and that's probably like the moment when you should, okay, I should step back that down like from this, like, just take the time like to have a better view on this like, just have a better like helicopter view on this and give clarity. And maybe like in two to three months you will have better ideas that will come like from other research interests, and they can see like your ideas and like come up with like something different to best work with a remote team. Because remote work is in itself a challenge when people are distributed across different time zones. So any tips or tricks their communication. Like communication is at the centre of like, like cuz it's like it's easy. I guess it's easier to collaborate. When you like face to face so we have like, our main office in New York. So like definitely easier like to create like collaborates. But we also like, as I said, we have people in Europe, we have like to be really, I would say intentional in the communication and to be really clear on right away on like, who works on the watch who is leading what, who is like, taking the lead on timeline on like price writing things, etc. So we have to be really intentional in that. But I mean, like we, we managed to, like do we do it pretty well. So we, I think we collaborate like quite well, in the sense that having like this natural like, remote setting like in which like the overlap between Europe And New York so the East Coast is like the morning here in the afternoon like the end of the afternoon in Europe. So what it means that you can do your like I can do my day like my whole day like pretty peacefully without being interrupted every 10 minutes like write something for like the people in Europe and when they get up they have like what I wrote and like my questions and like the points like I raise etc. Then when I wake when I woke up like when I'm waking up like the next day in New York, then I already have like answers. So if you like, you have like a rhythm and dynamic that is naturally introduced by having a remote and not like not necessarily overlapping timezone."
14:50,Sanyam Bhutani,"That's amazing advice, how do you exactly factor in such that the tasks don't become that long. Now, coming back to research, if I hugging faces is like the apple of NLP, maybe not the current one with the kitchen stove design, but maybe the older one true innovators in open source and research. Could you tell us more about your latest innovation: DistilBERT it might be a little technical. So maybe if you could give us a 50 foot overview."
15:18,Victor Sanh,"Yeah. So DistilBERT stands for the field, like using Distillation on BERT. So the idea is compress BERT. So BERT, like the smallest BERT is 12 layers, it's about 10 110 million parameters. Okay? So we managed to compress it to using 40% less parameters. And it also means that the model is smaller, it's also faster. So we like on average grunts twice, faster than like the original Bert. And it actually has a pretty good performance like, like 92% of like yours. Little Bird like on the on the glue edge not on the death set. But like another advantage of that is that it's actually cheaper to train like insulation the idea that you have a teacher and you want to train the students when the student is trained to mimic like reproduce the behaviour of a teacher. So using this technique we can like Train like a smaller transformer model a smaller Bert way in a way cheaper manner, so it doesn't take like as much compute and it's actually also faster to train. [Got it]."
16:36,Sanyam Bhutani,"This is a question from the AMA section by @ logesh underscore guma pathy. Which of these approaches are best for distilling on a task specific use case distilling Transformers on language model tasks, then transfer learning or specific data set or directly transfer learning the transformer target specific task then distilling it"
17:00,Victor Sanh,"Okay, yeah, that's a good question. That's a really good question. I would say it depends on how much data you have. Okay. Yeah, like the first instance on how much you how much data how much how like the volume of the data training data, you have"
17:19,Sanyam Bhutani,"a lot of talking about IMDb, for example. So IMDb sentiment classification."
17:28,Victor Sanh,"Yeah. So, yeah, let's say we're talking about IMDb. Like a lot of like a lot of papers like recent paper, including recent papers, like some of them are actually the iclear submissions. show that the pre training like the they they study like the interconnection between pre training and dissertation, and show that pre training actually super important. And so what we do in the stillbirth is actually with pre Train, consumer language model by distillation. And then we can find to need like, like, classical verbs like, it's also faster, it's cheaper to fine tune. But like this pre training part is definitely super important. So if you have like, just a bit of data free training, so doing transfer learning, basically so I'll do something pre training you find an item next to your specific test. So during transfer learning is super important. And like can like boost your performance. If you have much more data like, like a really big train data set, are we tend to think that like training from scratch can lead to like pretty competitive baseline. Okay. Yeah, nature pretty competitive baseline. Then there's another question like how what kind of architecture you Using. So there's this there's questions of like distilling or like trying to compress and model into another inductive bias. It means that so there is a transformer based model. That's what if you're trying to put it in LSTM. And honestly that for me, I don't have like a really good answer of like, like how it works like, actually does it work? Like, like transferring a transformer to an LSTM, like because you kind of changing industry bias? That's an open question for me today. Okay."
19:42,Sanyam Bhutani,"So Dilbert is not the state of the art across benchmarks, but it's definitely much more lightweight across the Muppets. Sweet. Did you try any inference benchmarks or maybe some intuition on how frictionless will it be to put into put it into production"
20:00,Victor Sanh,"So yeah, what we basically compared is like so different kind of production settings. So both on CPU like having a server on CPU having a server or GPU doing compare the inference times and on average like both on CPU and GPU It was like twice faster than the original Bert. So yeah, we do like and we tested like both like recent architectures like for GPUs, like the hundred or like more more basic, more basic infrastructures like, like Ukg, which is like a really basic GPU. And also like the idea of like pushing like the research directly to the production we also tested when with computation and device so like, we basically tested on iPhones. And yeah, again, like it's like Smaller so like, just like doesn't take as much memory space as like the original and also faster I think like if I remember correctly like six to 7% faster on like iPhone seven iPhone seven and iPhone seven I think we have like a benchmark on like more recent like iPhone 11 so the latest one I don't have the two years in mind that should take like the swift programme ELS repository is one of like one of our GitHub repos very like Adrienne and default let's see like the test on that. The results sorry, I don't have like them. Like here, but I'll have"
21:46,Sanyam Bhutani,them linked in the description for the audience.
21:49,Victor Sanh,super great. Yeah.
