Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiasts, where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:45  
Hello, and welcome to another episode of the ""Chai Time Data Science"" show. In this episode, I interview one of my inspirations for starting to do this podcast and content if I may, Daniel Bourke. Daniel has had a very interesting journey into the field, which we, of course, talk all about in this podcast not to give any spoilers, but Daniel created his own AI curriculum that he followed very rigorous, rigorously, religiously and with a lot of discipline. Of course, we talked about how he continued keeping up with it. He's also been running a YouTube channel where he's been posting about his journey of doing online courses. I'm getting a break into the field coming as a person who didn't even have coding experience. And we talk all about his wonderful journey, how he kept the discipline that he required to throughout this why throughout this period, and why did he decide to create content? Speaking of content, Daniel has recently put out machine learning course, which of course we talk all about. How did the inspiration for that come for him? I'm doing a giveaway for five students or five listeners if anyone of you is excited about the course and wants to check it out. please tweet at me or I Daniel mentioned your favorite quote from this interview and we'll figure out a way to give you the course for free. We also talk about one very important thing, nutrition, fitness and health. Daniel is an expert on this, if I may, we he shares his advice on how to balance this lifestyle of being ambitious and machine learning machine learning, pushing your goals becoming a better machine learning practitioner or a data scientist while also taking care of your health. So I'm really excited to be talking about that. Also, I think that's the first on this series. Without further ado, here's my interview with Daniel all about learning to learn. creating content, fitness, and machine learning. Please enjoy the show.

Sanyam Bhutani  3:09  
Hi, everyone today on the show, I have a special guest. And we are going to be talking about a few interesting topics. Daniel, thank you so much for joining me on the ""Chai Time Data Science"" podcast."
3:21,Daniel Bourke,"Hello, everyone. My name is Daniel. It's nice to meet you all."
3:25,Sanyam Bhutani,"So, we'll start maybe by talking about how you got interested in machine learning first, I remember your amazing post about how you created your curriculum, but how did the inspiration to even create that come for you?"
3:37,Daniel Bourke,"Okay, sure thing. So, how did I get started in machine learning? So, long story short, I've always been interested in technology. I think it's it's inevitable living in this world. It's just you, you get into it or you don't. And I was one of those persons who got right into it. And so probably the most recent story of bringing into me getting into machine learning is I was working at Apple like in the retail store. So hands on with the products. Actually, my favorite thing was dealing with customers. Like I love just talking to people. But I got to a point where I'm like, hmm, instead of selling these products and servicing them and working with them in that sort of way, I'd like to make things on them as in code, or writing or videos or something like that. I wasn't, I wasn't being creative enough in, in my own opinion. So me and some friends that work together. We liked working out a lot. And so what one of the problems we ran into was because we kind of lived in different areas of the city, when we wanted to work out together, and we went to different gyms. We couldn't work out with each other because we weren't the same members. And so we're like, well, let's figure out a solution to try and fix this and we float The idea of any gym calm, which was basically just as it sounds, it's like the Airbnb for fitness facilities. And so we we started out building that we were coding up a website just on WordPress, collecting information from local gyms and doing some web development, not not like hands on coding stuff, but just putting things together. And then it got to a real point where I was just like, sort of fell out of interest. We were doing, like some friends were doing other things. I had things going on and just our heart wasn't in it as much as we wanted it to exist. It just it just fizzled out. Anyway, in doing research for any gym is when I stumbled upon machine learning and data science and artificial intelligence. And this is this is the start of 2017. So prior to this, I hadn't any ever done any code, I'd done some little bits and pieces online, but not not enough to build a full blown website that could connect chimps. That's why I was just using WordPress plugin. And so stumbling upon the world of machine learning and deep learning. That was my first intro to machine learning. I found all these videos online, especially by Siraj I think Udacity were just released their latest version of the deep learning Nanodegree and I read through it source riders video got all pumped up for it. I'm like, wow, this is you're not coding instructions yourself for the machine. It's learning it-itself. And so that exploded, like exploded my mind and I'm just like, yes, I need to get into that. And then I just signed up the deep learning Nanodegree was about two weeks away. This is March 2017, dates may be slightly off, but around that time."
6:46,Sanyam Bhutani,That was a pilot program if I'm not wrong.
6:49,Daniel Bourke,"Well yeah, it could it could well be made. Yeah. So um, Siraj was was a real big part of that. And so his excitement for it got me into it and I just left my job from Apple. So I had, I had some cash saved up. So I was like, Well, I'm going to spend the next X amount of time learning this because I want to, I want to be involved in technology instead of selling it, I want to build it, and then eventually sell it, of course. But yeah, I signed up two weeks from from the sort of the start date. And the prerequisite was Python. So I'm like, Well, I better start learning Python. I've never programmed before. Because I just was using WordPress for our startup. And yeah, got got a bit scared, because I was like, wow, this is apart from prerequisite. I joined the Slack channel, and they're like, hey, I'm so and so I'm Johnny from from Google in in San Francisco. I'm excited for this date. And I'm like, from Google. I'm like, what is this? And I was saying, though, like they will they were worried about I didn't have the prerequisites, downtime, like, oh, man, this ? Anyway, I emailed the one of the support team from Udacity said, hey, what's the refund policy? Luckily, I didn't take the refund, I ended up finishing, this is kind of fast forwarding ended up finishing the deep learning Nanodegree. Very, by the skin of my teeth, every project was like four days late, because I just had to learn it as I went essentially. And then from there, I realized, wow, deep learning is kind of the tip of the iceberg. I need to learn all the other stuff that comes around it. So that's when I kind of did a bit more research and put together my AI master's degree, just in a kind of a blog post format because I wanted first of all, just a structure, a semi structure for myself. Most of the courses there were just out of curiosity, and putting it out online. I figured, hey, this is going to give me an incentive. to actually go through the entire thing, because if I don't well, then everyone's going to know hey, you're just full of crap. And you put this online and you never did it. So that was kind of a long winded chat and how I got started, but it was long story short, had an interesting technology decided to build something I stumbled across machine learning, decided I wanted to learn it. And did. I still am."
9:27,Sanyam Bhutani,"I'm also curious about the intimidation that must have come inevitably with it. So you decided to quit your job. You decided to study full time, although you were also working on this. He was working as a writer for Uber. I think you did close to 352 nights."
9:42,Daniel Bourke,"Yeah. So yeah, the Uber came about because I ran out of money. I was funding so as I said, I worked at Apple for three and a half years and I had some some savings stop like cashed up. So probably maybe like $7,000 And my expenses are pretty low. So that's that's what what I'm currently obsessed with actually is keeping my expenses as low as possible. And so the courses are the Udacity course is pretty expensive at the time. I think it was like I paid end up, like, actually the entire master's degree I ended up paying probably like $3,000 total. So compared to an actual university degree that is not much. Yeah, exactly right. But out of $7,000 that's a that's like 40% 50% and so I was like six months into studying and I'm like, well, I'm gonna run out of money soon and I don't want to already live in my parent's garage. I still do. So I don't want to be asking for more money. I'm going to drive Uber and peanuts like I was only driving on weekends and then use that money just to buy food and and other materials like books and courses and whatnot. So yeah, that was Uber was basically just out of necessity. I had so much fun though. I hate driving, but I love talking to people. So it was like a win, win, win lose."
11:17,Sanyam Bhutani,"Okay, but throughout this curriculum that you had drafted a witness talk about the curriculum, but as you were learning about these things, and now since there's this vast availability of materials, people start to feel intimidated, like you said, you were studying along with the Google engineer. How did you continue learning while fighting with that scariness of it offered?"
11:39,Daniel Bourke,"Man that is a great question. Um, I think I just asked lots of questions. That was probably probably it was was always you're right. It was a bit intimidating being in a in a chat, essentially. Like it was a Slack channel, right. Everyone's introducing themselves and it was intimidating saying it's like, oh, I'm like, odd started. I've been learning Python for two weeks on treehouse, that was my introduction. And I thought, you know what, I'm going to flip it on its head, and I'm going to see it from the other side is that I've got the biggest potential here to learn from people who have already learned. And so that's kind of the beautiful thing about the internet. Is that, I don't know, I still feel this is that when you see someone better than you, and don't get me wrong, everyone's running their own race. So it's like, whatever. But I used to see this was not sometimes I still do, right. I used to get jealous. And that's, that's a negative feeling. And then I realized, hold on, I can just use what that person has done as inspiration for me like yourself with your work, like on kaggle and your podcast and YouTube videos. It's like I could from one angle, you could look at that and go, wow, I can't believe Sanyam's doing all these things. I can't do that. On the other side I could just go wow Sanyam's doing all those things I'm going to take from here is ? yourself. So that's, and look, I'm not perfect. I still do it. I still go on Twitter and see people doing amazing things and YouTube and see people do amazing things. Ah, I look at myself like, I could be doing better, you know, but I flip it over and go, well, yeah, you could be doing better. So let's use that as inspiration and improve."
13:27,Sanyam Bhutani,"Thank you for the kind words, but I feel like I've been in the same tracks too. I also get jealous of people doing so much amazing stuff. Why can't I, but I feel like the machine learning community especially on Twitter, and I've been a huge fan of fast a they fostered this warm and welcoming environment which I am still trying to learn but if you warm and welcoming and receptive towards other people, they people that are much, much more knowledgeable and skilled than you they are most of the times happy to help you in your journey. That's one thing I've learned."
