Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiast where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:46  
Hi, everyone. Welcome to another episode of the ""Chai Time Data Science"" show. In this episode, I interview Shivam Bansal, who is one of the top kernel Grand Masters on Kaggle currently ranked fourth in the kernel rankings. Shivam is currently working as a research scientist at NUS and he has been working in the data science field for the past few years. We talk about his journey into data science, his Kaggle experience and about his recent competitions solution to the competition that he's recently won. We also talk about his pipeline for writing the amazing kernels, and blogposts that I'm definitely a fan of. Without further ado, enjoy the show.

Sanyam Bhutani  1:44  
Hello, Grand Master, thank you so much for taking the time to do, to do this. It's really an honor for me to have you on the interview series."
1:51,Shivam Bansal,"Yeah, thank you so much Sanyam for inviting me. It's all also an honor for me to be part of this excellent ML series interview."
2:00,Sanyam Bhutani,"Thanks. Thanks for the kind words. Today you ranked as one of the top kernel Grand Masters, you're also a research scientist at NUS. And you had been working in the data science field for quite a while."
2:11,Sanyam Bhutani,"So, could you tell us what got you interested in data science at first?"
2:17,Shivam Bansal,"Yeah, so I did my undergraduate studies from computer science and engineering background, back in 2010 to 2014. So during the last few semesters of my course, I got acquainted with courses like natural language processing, computer vision, image processing, etc. That time I was not very much interested into these courses, but just out of curiosity, just to do something different from what other people have been doing I took these courses and later I got very deep interest in natural language processing specifically. And coincidentally, like my first job, my first company was also looking for people who had computer science background along with interest in natural language processing. So that I would say was that started my data science journey."
3:05,Sanyam Bhutani,"Got it. And I think this is like before you in TensorFlow was public, before there was this boom, so to speak. "
3:11,Shivam Bansal,"Absolutely, absolutely. That was the time when things like regular expression TFID of these techniques were very popular. These are the main go to techniques for any problem."
3:22,Sanyam Bhutani,"The state of the art, so to speak."
3:24,Shivam Bansal,Yes. 
3:26,Sanyam Bhutani,"Got it. And contrary to what people do, like they sign up for Kaggle after they want to get it. So data science, you had been working as a data scientist, and you signed up for Kaggle later on, so could you tell us what made you sign up for Kaggle?"
3:39,Shivam Bansal,"Yeah, so, so I was aware about Kaggle when I started data science, like back in 2014. So in fact, I was working on sentiment analysis problem. And at that time, one of the competition on sentiment analysis was also running on Kaggle. So just to get references just to get more ideas. I got aware of Kaggle but at that point of time, I did not join Kaggle, well the reason for that was I felt maybe I am not very much into competitions on machine learning, was not my core skill set at that point of time I was only into NLP. So I just took a hold that time. But after a couple of years, I would say in 2018 then I had this hobby of writing blogs, articles, etc, on different platforms. So whatever I used to learn whatever I used to whatever I learned new, I used to document it in the form of a blog or article."
4:36,Sanyam Bhutani,I am a total fan of your blog posts also by the way.
4:39,Shivam Bansal,"Haha, thank you so much. So, so I just just for fun just for side projects, I thought why don't I try something new, something, a different platform to share those knowledge which I have, so I started Kaggle kernels and I shared my first kernel in a competition which was donors choose competition and fortunately this kernel was also selected as winner of one of the kernel awards. So I realized that Kaggle kernels is not just a very good way to, to do apply data science, practical data science, but also they are a good way to, like write blogs in a different form in which you can get a direct feedback from the community. You can also get inspiration and motivated by seeing other people work and when people appreciate you in the form of say up voting, liking, commenting, so that that's kind of a great feedback that you get. So that's how I started Kaggle lately as such."
