Time,Speaker,Text
0:13,Sanyam Bhutani,"Hey, this is Sanyam Bhutani and you're listening to ""Chai Time Data Science"", a podcast for data science enthusiasts, where I interview practitioners, researchers, and Kagglers about their journey, experience, and talk all things about data science.

Sanyam Bhutani  0:45  
Hello, and welcome to another episode of the ""Chai Time Data Science"" show. In this episode I interview Kaggle Grandmaster Mikel also known as Anokas on Kaggle and if you come from any slack community, Mikel is active on, you might have seen him the same username. In this interview, I tried to decipher for the second time if Mikel is a robot AGI or not, which again fail at. But do check out the previous interview at will be linked in the description of this podcast where I was fortunate enough to interview him on my blog series earlier. In this interview will talk all about Mikel's journey into Kaggle, machine learning and his current life where he's a computer science student at the University of Cambridge. Yes, he's 18 years old at the time of publishing this interview. Mikel was one of the youngest person to become Kaggle Grand Master in the competition tier, I believe at the age of 17. He was also the first person I believe to become Kaggle triple Master back when they were three tiers for the audience of datasets tier was recently introduced on Kaggle and earlier there were just three tiers. We talked all about how Mikel went on Kaggling at the age of 14 how he continue to learn continue to improve his score on the leaderboard, his positions on the leaderboard and his journey into Kaggle, into machine learning, into human machine learning research, where he led to work working on very interesting projects in the intersection of machine learning and Japanese literature, also where he ended up organizing a Kaggle competition, which we also talked about in this interview. I'm sure that Mikel is one of definitely one of the youngest and smartest person I've had on the series for the second time. So I really enjoyed this conversation. A reminder to the non native English speaking audience the subtitles on YouTube will be manually checked and re uploaded, so please enable them for a better experience. And the blog for this interview along with all of the time, data science interviews will be released later. So you can also find the links to where these will be posted in case you want to read the previous or the future interviews. Without further ado, here's my interview with Kaggle's still youngest Kaggle Grand Master Mikel, also known as Anokas on Kaggle, please enjoy the show.

Sanyam Bhutani  3:19  
Hi, everyone, I am on the call with a robot or AGI or I'm not sure if it's a proxy, Mikel, thank you so much for joining me on the ""Chai Time Data Science"" show."
3:29,Anokas,"Hi, thanks for having me. It's it's great to finally be here."
3:34,Sanyam Bhutani,"We were just talking about this but you know very well I've been a fan of yours. So it's again, a privilege to have you or I don't know if it's a proxy of yours on the show."
3:43,Anokas,"I, I say it's, it's me, but I guess that's what someone else would say. So you will just have to trust me on this one."
3:53,Sanyam Bhutani,I guess who passed the Turing test in that case?
3:56,Anokas,Yeah. You decide at the end.
3:59,Sanyam Bhutani,"Okay. For the listeners, can you tell us your current is age, and at which you became a Grand Master?"
4:06,Anokas,"So I'm 18 now. So I started Kaggling when I was like 14, I think. And I made Grand Master last year so 17."
4:19,Sanyam Bhutani,And Ahmad wants to confirm is it still illegal to team up with you? Would that be child labour?
4:27,Anokas,"Thankfully not. No. I, I will admit I've never looked into child labor laws, but I'm pretty sure that everyone I've teamed with is fine."
4:41,Sanyam Bhutani,No more jokes. Hehe.
4:44,Anokas,Hehe.
4:45,Sanyam Bhutani,"In a previous interview and mentioned you picked up Kaggle, because you initially were drawn to the competitive aspect of it. Were you always competitive? Any any place outside of Kaggle at the age of 14 that you involved in?"
4:58,Anokas,"I guess like Not not that much. I didn't really see myself as a very competitive person. I think what what made Kaggle so addictive is so I would always do as often people do. I had like lots of various personal projects and stuff like I would build stuff for fun, right? And with machine learning, it was like, cool, I get to build stuff for fun, but, you know, then it's actually like, contributing like it's actually unbelievable somewhere. It's not like, right, I built something and then it like, goes into a folder somewhere it goes on the shelf, and I can never touch it again. So like, the feedback loop of having the leaderboard and like having, like goals to reach, I think it makes it much easier to stick to something because I would always I was always someone who and I think still am someone who like, wants to do lots of things, but then I will only like do something for a few months, and then they'll get bored of it and I always thought that would be the case with Kaggle. So I was always thinking like, oh, is this like because I sometimes it'll be breaks, I wouldn't be for a few months. And I was like, oh, is this it? Am I like, moving on to something else now, but so far, I think, just the, the competitive aspects and the community and everything is sort of kept me in this. It's stuck to it."
6:22,Sanyam Bhutani,"At what point did you realize that machine learning is your long term passion, something that you'd like to pursue for the longer term?"
6:29,Anokas,"I don't know. To be honest, I'm, I still can't say that for sure. I still think that like, you know, one day I'm going to be bored of it, and I'm going to do something else. But then it's like, well, I have I have this like Kaggle profile, and I have all of this and it's got me into so many different opportunities. And so I'm thinking like, well, can I leave it behind if I want to, like can I leave so much behind so there's a bit of there's a bit of pressure on myself. Like keep going as a result of that, but I did I think I think I still enjoy and I had to like I can stay on this path."
7:10,Sanyam Bhutani,Fair enough. And I'm really curious about your methodology in a previous interview again mentioned that you didn't go up and take any courses or you didn't pursue any books. You didn't read any books from cover to cover. You follow the top down approach? Can you speak more about it? What was your method when starting out?
